DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,extracted_entities,defective_component,defective_part,failure_type,num_parts_replaced,total_cost,cause_of_failure
" SKARGA NIE DZIALA WSPOMAGANIE KIEROWNICY  CPRZ ZWARCIE WIAZKI EL. KOMUNIKACJI LINI CAN NA RAMIE PODWOZIA  KORECTA WERYFIKACJA USTERKI, NAPRAWA WIAZKI EL. KOMUNIKACJI LINI CAN NA RAMIE PODWOZIA",CHASSIS LOOM,SHORT CIRCUIT,FRAME WIRING,1.0,88.395973," COMPLAINT  POWER STEERING DOES NOT WORK   CPRZ ELECTRICAL HARNESS SHORT CIRCUIT. CAN LINE COMMUNICATION ON THE CHASSIS FRAME  CORRECTION  FAULT VERIFICATION, ELECTRICAL HARNESS REPAIR. CAN LINE COMMUNICATION ON THE CHASSIS FRAME",{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA SWIECI KONTROLKA CHECK ENGINE  CPRZ ZWARCIE W CZUJNIKU TEMPERATURY WYJSCIA GAZOW SPALINOWYCH ZA DPF  KORECTA WYMIANA CZUJNIKA TEMPERATURY WYJSCIA GAZOW SPALINOWYCH ZA DPF,TEMPERATURE SENSOR,SHORT CIRCUIT,SENSOR,1.0,74.406317, COMPLAINT  CHECK ENGINE LIGHT IS ON   CPRZ SHORT CIRCUIT IN THE EXHAUST GAS OUTLET TEMPERATURE SENSOR BEHIND THE DPF   CORRECTION  REPLACEMENT OF THE EXHAUST GAS OUTLET TEMPERATURE SENSOR BEHIND THE DPF,{},N/A,N/A,N/A,N/A,N/A,N/A
INCIDENT DEPANNAGE AU MONT-SUR-LAUSANNE CAUSE VEHICULE BLOQUE SOLUTION DEBLOQUER LE VEHICULE ET RETOUR A L'ATELIER,ANS 24 HOURS,MISCELLANEOUS,CONTROL CABLE,0.0,600.000001,INCIDENT  TROUBLESHOOTING IN MONT-SUR-LAUSANNE  CAUSE BLOCKED VEHICLE  SOLUTION  UNLOCK THE VEHICLE AND RETURN TO THE WORKSHOP,{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL DRUCKSENSOR FALSCHE WERTE  GRUND DRUCKSENSOR FALSCHE WERTE, BEI DIAGNOSE  KORRECTUR DRUCKSENSOR KUEHLMITTEL ERNEUERT RZ-N","PRESS SENSOR, COOLING SYS",INCORRECT PRESSURE,SWITCH,1.0,52.82," REKL  PRESSURE SENSOR INCORRECT VALUES   REASON PRESSURE SENSOR WRONG VALUES, DURING DIAGNOSIS   CORRECTION  COOLANT PRESSURE SENSOR RENEWED RZ-N",{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT There were noise and engine failure and powerless. CAUSE Rubber sleeve broken CORRECTION Rubber sleeve has been replaced,SLEEVES,BREAK,RUBBER SLEEVE,4.0,181.77,COMPLAINT There were noise and engine failure and powerless. CAUSE Rubber sleeve broken CORRECTION Rubber sleeve has been replaced,{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO FUITE AD BLUE  CAUSA RECHERCHE DE LA PANNE.CONTROLE DU CIRCUIT AD BLUE.FUITE AU N IVEAU DU RESERVOIR AD BLUE.RESERVOIR HS  CORREZIONE D-R RESERVOIR CIRCUIT AD-BLUE.REMPLACER RESERVOIR-VIS-JOINT ET SENSORCAR PLEIN DE CRISTAUX ET IMPOSSIBLE A DEMONTER.VIDANGE ET PROVI SION AD-BLUE.CONTROLE OK,AD-BLUE TANK,BREAK,TANK/RESERVOIR,8.0,426.46, TIPO DANNO  AD BLUE LEAK  CAUSA  TROUBLESHOOTING.CHECKING THE AD BLUE CIRCUIT.LEAK AT THE AD TANK LEVEL BLUE.RESERVOIR HS  CORREZIONE  D-R AD-BLUE CIRCUIT TANK. REPLACE TANK-SCREW-JOINT AND SENSORCAR FULL OF CRYSTALS AND IMPOSSIBLE TO DISASSEMBLE. DRAIN AND SUPPLY AD-BLUE. CHECK OK,{},N/A,N/A,N/A,N/A,N/A,N/A
"TIPO DANNO Il motore al minimo gira irregolare - Catalizzatore, precatilizzatore e sonda 
inefficienti - Sostituzione particolari lesionati e ri rpsitino impianto CAUSA Catalizzatore, precatilizzatore e sonda inefficienti CORREZIONE Sostituzione particolari lesionati e rirpsitino impianto",CATALYZER,DEFECT,CATALYTIC SILENCER,10.2,4417.25,"DAMAGE TYPE  Engine runs rough at idle - Catalytic converter, pre-catalyst and probe 
inefficient - Replacement of damaged parts and repair of the system CAUSE  Inefficient catalyst, pre-catalyst and probe  CORRECTION Replacement of damaged parts and repair of the system",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT svítí závada motoru CAUSE výhřev ad-blue. zktrat CORRECTION Diagnostika, výměna vvedení ad blue",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,110.37,"COMPLAIN  engine fault lights up CAUSE  ad-blue warm-up. abbreviated CORRECTION  Diagnostics, replacement of ad blue introduction",{},N/A,N/A,N/A,N/A,N/A,N/A
" TIPO DANNO VEICOLO STENTA AD ANDARE IN MOTORE, MANCATI AVVIAMENTI MOTORE RUMOROSITA' IN FASE DI ACCENSIONE DEL MOTORINO AVVIAMENTO  CAUSA ROTTURA MOTORINO AVVIAMENTO  CORREZIONE VERIFICA GUASTO, TEST BATTERIA CON ESECUZIONE PROVE COME DA BULLETIN N. 038-2020 TRUCK E SB SOST.NE MOTORINO AVVIAMENTO",STARTER MOTOR ASSY,BREAK,STARTER MOTOR,1.0,208.88," DAMAGE TYPE  VEHICLE HAS TROUBLE TO RUN THE ENGINE, ENGINE FAILS TO START NOISE WHEN THE STARTER MOTOR IS TURNED ON   CAUSE MOTOR BREAKING STARTUP  CORRECTION  FAULT CHECK, BATTERY TEST WITH TESTS PERFORMED AS PER BULLETIN N. 038-2020 TRUCK AND SB STARTER MOTOR REPLACEMENT",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT MARTORI APRINSI I BORD - SE ACCELEREAZA SINGURA SI NU MAI 
TRAGE CAUSE PEDALA ACCELERATIE DEFECTA CORRECTION INLOCUIRE PIESA IN GARANTIE",PEDAL,DEFECT,ACCELERATOR PEDAL,1.0,68.226377," COMPLAINT  I BOARD LIGHTS ON - IT ACCELERATES BY ITSELF AND NO LONGER 
PULL CAUSES  ACCELERATOR PEDAL DEFECTIVE  CORRECTION REPLACEMENT OF PART UNDER WARRANTY",{},N/A,N/A,N/A,N/A,N/A,N/A
" SKARGA Blad silnika, ograniczenie mocy, wertyfikacja usterki  CPRZ WADLIWY KATALIZATOR  KORECTA WERYF.USTERKI, DIAG.KOMP., KONTROLA ZGODNIE Z ANKIETA, WYM. KATALIZATORA",PARTICULATE TRAP,DEFECT,CATALYTIC SILENCER,2.0,1537.16331," COMPLAINT  Engine error, power limitation, fault verification   CPRZ DEFECTIVE CATALYTIC CONVERTER   CORRECTION  FAILURE VERIFICATION, COMP. DIAG., INSPECTION ACCORDING TO THE SURVEY, DIM. CATALYST",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Vehicle starting was not possible. CAUSE Battery cracked, leaked the liquid CORRECTION Battery has been replaced",BATTERY,BREAK,BATTERY,1.0,170.45,"COMPLAINT Vehicle starting was not possible. CAUSE Battery cracked, leaked the liquid CORRECTION Battery has been replaced",{},N/A,N/A,N/A,N/A,N/A,N/A
REKL Vibration im Bereich der Hinterachse GRUND Hardyscheibe gerissen1 KORRECTUR Hardyscheibe erneuert,SHAFT FLANGES,CRACKED,FLEXIBLE COUPLING,1.0,324.97,REKL  Vibration in the area of ​​the rear axle  REASON Hardy disk cracked1  CORRECTION  Hardy disc renewed,{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA ODSTAJACA OSLONA DZWIGNI ODBLOKOWYWANIA AUTOMATYCZNEJ SKRZYNI BIEGOW  CPRZ DEFORMACJA OSLONY PLASTIKOWEJ DZWIGNI ODBLOKOWYWANIA AUTOMATYCZNEJ SKRZYNI BIEGOW  KORECTA WYMIANA OSLONY DZWIGNI ODBLOKOWYWANIA SKRZYNI AUTOMATYCZNEJ,GEARBOX MANUAL RELEASE,DEFORMED,COVER,1.0,13.957495, COMPLAINT  CPRZ DEFORMATION OF THE PLASTIC COVER OF THE AUTOMATIC GEARBOX UNLOCKING LEVER  CORRECTION  REPLACEMENT OF THE AUTOMATIC TRANSMISSION UNLOCKING LEVER COVER,{},N/A,N/A,N/A,N/A,N/A,N/A
 INCIDENT PROBLEME DE DEMARREUR  CAUSE DEMARREUR HS  SOLUTION CONTROLE ET REMPLACEMENT DU DEMARREUR,STARTER MOTOR ASSY,LOW OUTPUT/EFFICIENCY,EXCHANGE STARTER,1.0,231.41, INCIDENT  STARTER PROBLEM   CAUSE STARTER MOTOR   SOLUTION CHECKING AND REPLACING THE STARTER,{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL Fehlermeldung ABS/ESP leuchtet auf GRUND Fehlerspeicher auslesen - ABS Sensor links vorne defekt KORRECTUR ABS Sensor links vorne erneuert - Erschwernis: stark 
eingerostet - Fehlerspeicher gelöscht - Testfahrt - keine 
weiteren Fehler",SENSOR,DEFECT,SENSOR,1.0,156.39,"REKL  ABS/ESP error message lights up  REASON Read fault memory - ABS sensor on the left front defective  CORRECTION  ABS sensor left front replaced - Difficulty: severe 
rusted - fault memory deleted - test drive - none 
further error",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT CHECK ON COOLANT LEAK CAUSE INSPECTED AND FOUND HEATER RADIATOR LEAKING DUE TO 
MATERIAL FAILURE CORRECTION CHECKED COOLANT LEAK AND PRESSURE TESTED 
COOLANT SYSTEM. DRAINED COOLANT DISCONNECTED 
BATTERY AND REMOVED COMPLETE DASH. REMOVED 
HEATER BOX AND REMOVED AND REPLACED HEATER 
RADIATOR . REASSEMBLED AND REASSEMBLED DASH. 
PRESSURE TESTED COOLING SYSTEM AND REGASSED 495G 
R134A CHECKED ALL OK. TOPPED 5L COOLANT.",HEATER,FLUID LEAKS,RADIATOR/HEATER,2.0,967.375,"COMPLAINT CHECK ON COOLANT LEAK CAUSE INSPECTED AND FOUND HEATER RADIATOR LEAKING DUE TO 
MATERIAL FAILURE CORRECTION CHECKED COOLANT LEAK AND PRESSURE TESTED 
COOLANT SYSTEM. DRAINED COOLANT DISCONNECTED 
BATTERY AND REMOVED COMPLETE DASH. REMOVED 
HEATER BOX AND REMOVED AND REPLACED HEATER 
RADIATOR . REASSEMBLED AND REASSEMBLED DASH. 
PRESSURE TESTED COOLING SYSTEM AND REGASSED 495G 
R134A CHECKED ALL OK. TOPPED 5L COOLANT.",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT DOSSIER 8001720329 POSSIBLE ADBLUE HEATER FAULT CAUSE DEFECTIVE ADBLUE PUMP. CORRECTION ATTEND VEHICLE. CONNECT UDT CARRY OUT DIAGNOSIS, 
CARRY OUT ADBLUE TEST. REMOVE ADBLUE PUMP, REMOVE 
INJECTOR AND CLEAN (ECONOMY) REFIT INJECTOR AND 
PUMP. 
TEST AND CLEAR CODES AFTER REPAIR. ROAD TEST. see 
attached 3rd party call out and attendance",AD-BLUE UNIT PUMP MODULE,BREAK,PUMP,1.0,1116.802326,"COMPLAINT DOSSIER 8001720329 POSSIBLE ADBLUE HEATER FAULT CAUSE DEFECTIVE ADBLUE PUMP. CORRECTION ATTEND VEHICLE. CONNECT UDT CARRY OUT DIAGNOSIS, 
CARRY OUT ADBLUE TEST. REMOVE ADBLUE PUMP, REMOVE 
INJECTOR AND CLEAN (ECONOMY) REFIT INJECTOR AND 
PUMP. 
TEST AND CLEAR CODES AFTER REPAIR. ROAD TEST. see 
attached 3rd party call out and attendance",{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO INFILTRAZIONE DI ACQUA NEL CASSONE (ANCHE DA PORTELLONE POST. SX)  CAUSA INFILTRAZIONE DI ACQUA NEL CASSONE (ANCHE DA PORTELLONE POST. SX)  CORREZIONE SIST.,CAB ROOF,WATER INFILTRATION,PANEL,0.0,271.17, DAMAGE TYPE  WATER INFILTRATION INTO THE BOX (ALSO FROM THE LEFT REAR DOOR)   CAUSE WATER INFILTRATION INTO THE BOX (ALSO FROM REAR DOOR LEFT)  CORRECTION  SYS.,{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO ECCESSIVO GIOCO VOLANTE STERZO  CAUSA CAUSA ROTTURA INTERNA SNODO SX TIRANTE TRASVERSALE  CORREZIONE SOSTITUZIONE SNODO TIRANTE TRASVERSALE,TRACK ROD JOINT,BREAK,TIE ROD JOINT,1.0,223.17, DAMAGE TYPE  EXCESSIVE STEERING WHEEL PLAY  CAUSE  CAUSE OF INTERNAL BREAKING OF THE LEFT CROSS ROD JOINT   CORRECTION  REPLACEMENT OF THE CROSS TIE ROD JOINT,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Investigate Radio Inoperative CAUSE Carried out checks to the Radio, found no issue externally causing the fault. 
Internal failure of the Radio. New Radio required. CORRECTION Remove and replace Radio unit. Test, all okay.",RADIO,SHORT CIRCUIT,RADIO,1.0,691.174418,"COMPLAINT Investigate Radio Inoperative CAUSE Carried out checks to the Radio, found no issue externally causing the fault. 
Internal failure of the Radio. New Radio required. CORRECTION Remove and replace Radio unit. Test, all okay.",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Customer claims about dpf faults on IC CAUSE After vehicle inspection was identified that vehicle do not do 
regeneration, dpf is blocked CORRECTION Did regeneration, UDT diagnostics
Economy used for vehicle tests on the road, additional work with UDT 
diagnostics",PARTICULATE TRAP,BLOCKAGE,CATALYTIC SILENCER,0.0,109.2,"COMPLAINT Customer claims about dpf faults on IC CAUSE After vehicle inspection was identified that vehicle do not do 
regeneration, dpf is blocked CORRECTION Did regeneration, UDT diagnostics
Economy used for vehicle tests on the road, additional work with UDT 
diagnostics",{},N/A,N/A,N/A,N/A,N/A,N/A
" TIPO DANNO SPIE ACCESE  CAUSA RIGENERAZIONE DPF NON RIUSCITA  CORREZIONE DIAGNOSI CON UDT , CONTROLLO MEMORIA GUASTI , CONTROLLO PARAMETRI ESEGUITO PROCEDURA GUIDATA",PARTICULATE TRAP,LOW OUTPUT/EFFICIENCY,CATALYTIC SILENCER,0.0,52.0," DAMAGE TYPE  LIGHTS ON  CAUSE  DPF REGENERATION FAILED   CORRECTION DIAGNOSIS WITH UDT , FAULT MEMORY CHECK, PARAMETER CHECK DONE WIZARD PROCEDURE",{},N/A,N/A,N/A,N/A,N/A,N/A
"KLACHT schuifdeur sluit slecht OORZAAK slot te los CORRECTIE ctr/afstellen van slot schuifdeur + ctr en aanpassen van geleiders 
schuifdeur",VAN SLIDING DOOR,DEFECTIVE CLOSURE/OPENING,DOOR LOCK,0.0,138.89,"COMPLAINT  Sliding door closes poorly  CAUSE lock too loose  CORRECTION ctr/adjust sliding door lock + ctr and adjusting guides 
sliding door",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL Wasser im Kraftstofffilter leuchtet GRUND Kraftstofffilter komplett hat Eintritt Feuchtigkeit KORRECTUR Vorbereitung UDT, Test der Steuergeräte & Fehlerspeicher löschen, 
Diagnose EDC, Kraftstofffilterkonsole a/e & erneuern",FILTER SUPPORT,WATER INFILTRATION,FUEL FILTER,1.0,305.48,"REKL  Water in fuel filter lights up  REASON Fuel filter complete has moisture ingress  CORRECTION  Preparation of UDT, test of the control units & clear error memory, 
Diagnosis EDC, fuel filter console a/e & replace",{},N/A,N/A,N/A,N/A,N/A,N/A
 KLACHT BLOKKERING / LICHTE STORING  OORZAAK BLOKKERING  CORRECTIE /VOORBEREIDING STATION U.D.T./DIAGNOSE INST.EDC MOTOR/DIAGNOSE SCR-INSTALLATIE/GEFORCEERDE REGENERATIE ROETFI/REGELEENHEDEN TESTEN E N STORIN,CATALYZER,BLOCKAGE,CATALYTIC SILENCER,0.0,106.92, COMPLAINT  BLOCKAGE / MILD INTERFERENCE   CAUSE BLOCK   CORRECTION /PREPARATION STATION U.D.T./DIAGNOSIS INST.EDC ENGINE/DIAGNOSIS SCR INSTALLATION/FORCED REGENERATION ROOTFI/CONTROL UNITS TESTING AND MALFUNCTION,{},N/A,N/A,N/A,N/A,N/A,N/A
TIPO DANNO CONTROLLO RUMOROSITA CAUSA ROTTURA SEMIASSE CORREZIONE SOST SEMIASSE,HALF SHAFTS,BREAK,SIDE SHAFT,1.0,443.49,DAMAGE TYPE  NOISE CHECK CAUSE  SEMI-AXLE BREAKING  CORRECTION REPLACE HALF AXLE,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT EDC WARNING LIGHT ON & LACK OF POWER CAUSE TURBO TESTED & ACTUATOR ONLY GOING TO 9% ALSO FAULT 
CODE000467 - 05.LOW BOOST FROM TURBO CAUSING 
MALFUNCTION CORRECTION FIT NEW TURBOCHARGER",TURBO CHARGER,LOW OUTPUT/EFFICIENCY,TURBOCHARGER,11.0,674.666666,"COMPLAINT EDC WARNING LIGHT ON & LACK OF POWER CAUSE TURBO TESTED & ACTUATOR ONLY GOING TO 9% ALSO FAULT 
CODE000467 - 05.LOW BOOST FROM TURBO CAUSING 
MALFUNCTION CORRECTION FIT NEW TURBOCHARGER",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL Bremsen kontrollieren GRUND Handbremsseil hinten links Mantel gescheuert KORRECTUR Bremsen überprüft, Handbremsseil hinten links erneuert, eingestellt",REAR CABLE,INTERFERENCE,HAND BRAKE CABLE,2.0,57.54,"REKL  Check the brakes  REASON Rear left handbrake cable chafed  CORRECTION  Brakes checked, rear left handbrake cable replaced, adjusted",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Uniká olej z motora CAUSE únik oleja spod vysokotlakého čerpadla - deformované a 
netesné tesnenie vysokotlakého čarpadla CORRECTION D-M čerpadla pretesnenie",PUMP DRIVE GASKET,DEFORMED,O-RING,2.0,116.15,"COMPLAIN  Oil is leaking from the engine CAUSE  oil leakage from under the high-pressure pump - deformed a 
leaky high-pressure pump seal  CORRECTION  D-M pump oversealing",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Tacho not working CAUSE Tacho sender unit short circuit CORRECTION Replaced tacho sender unit , Calibrate and road test.",TACHOGRAPH SENDER,SHORT CIRCUIT,KITAS SENSOR,2.0,187.011629,"COMPLAINT Tacho not working CAUSE Tacho sender unit short circuit CORRECTION Replaced tacho sender unit , Calibrate and road test.",{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA ZDEFORMOWANE I LUZNE GNIAZDA GORNEJ OSLONY SILNIKA POWODOWALY HALAS  CPRZ GNIAZDA GORNEJ OSLONY SILNIKA  KORECTA WYMIANA GNIAZD GORNEJ OSLONY SILNIKA,ROCKER TOP COVER,DEFORMED,RUBBER PLUG,3.0,23.932632, COMPLAINT  DEFORMED AND LOOSE SEATS OF THE UPPER ENGINE COVER CAUSED NOISE   CPRZ UPPER ENGINE COVER SOCKETS   CORRECTION  REPLACEMENT OF THE UPPER ENGINE COVER SOCKETS,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Servisný výjazd k vozidlu obchvat TT, Strelnica. 
Porucha vozidla - Chyba AD Blue CAUSE Porucha ohrevu AD Blue, ND nedostupné CORRECTION Vozidlo vydané zo servisu - nutná priama cesta do domáceho servisu.",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,0.0,22.56,"COMPLAIN  Service exit to the vehicle at the TT bypass, Strelnica. 
Vehicle Malfunction - AD Blue Error CAUSE  Heating failure AD Blue, ND unavailable  CORRECTION Vehicle issued from the service center - a direct route to the home is required service.",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL Leistungs verlust, max 20kmh, gelbes dreieck, Adblu warnleuchte, Ad-
blu niveau ok GRUND Heizung der AD-Blue Leitung hat kurzschluss KORRECTUR Vorbereitung UDT Station
Diagnose Motor EDC-Anlage
769110BEF=
Störungsbefund Elektrischen Anlage festlegen
Verkabelung und Stecker prüfen
Spannungsversorgung prüfen
Heizung der AD-Blue Leitung
prüfen/durchmessen
.
AD-Blue Leitung vom Pumpenmodul zum Dossierer
aus-,einbauen und erneuern
Test der Steuergeräte und Fehlerspeicher löschen
",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,216.66,"REKL  Power loss, max 20kmh, yellow triangle, Adblu warning light, Ad-
blu level ok REASON  The heating of the AD-Blue line has a short circuit  CORRECTION Preparation UDT station
Diagnosis of engine EDC system
769110BEF=
Determine the fault findings in the electrical system
Check wiring and connectors
Check voltage supply
Heating of the AD-Blue line
check/measure
.
AD-Blue line from the pump module to the doser
remove, install and renew
Test the control units and delete the error memory",{},N/A,N/A,N/A,N/A,N/A,N/A
 REKL ABSCHLEPPKOSTEN FREMD  GRUND ABSCHLEPPKOSTEN FREMD  KORRECTUR ABSCHLEPPKOSTEN FREMD,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,WHEEL BEARINGS,0.0,486.6, REKL  TOWING COSTS FROM OTHERS   REASON TOWING COSTS FROM THIRD PARTY   CORRECTION  TOWING COSTS FOR OTHERS,{},N/A,N/A,N/A,N/A,N/A,N/A
reklamace Vozidlo stráca výkon. příč. Nesprávne vstrekovanie Adblue. oprava Výmena vstrekovač Adblue.,AD-BLUE METERING DEV MODU,DEFECT,NOZZLE,1.0,115.54,complaint  The vehicle loses power.   Incorrect injection of Adblue. fix  Adblue injector replacement.,{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO TRAINO  CAUSA TRAINO  CORREZIONE TRAINO (FT 1215),ANS 24H RECOVERY CHARGE,MISCELLANEOUS,RUBBER SLEEVE,0.0,164.8, DAMAGE TYPE  TOWING  CAUSE  TOWING   CORRECTION TOWING (FT 1215),{},N/A,N/A,N/A,N/A,N/A,N/A
"INCIDENT dépannage callcenter 8001793211
mécanicien de garde habite Verlaine 
Verlaine -Soumagne Soumagne -Verlaine 
78-20 =58 kms 
temps du mécano 1h +50% CAUSE dépannage callcenter 8001793211
mécanicien de garde habite Verlaine 
Verlaine -Soumagne Soumagne -Verlaine 
78-20 =58 kms 
temps du mécano 1h +50% SOLUTION dépannage callcenter 8001793211
mécanicien de garde habite Verlaine 
Verlaine -Soumagne Soumagne -Verlaine 
78-20 =58 kms 
temps du mécano 1h +50%",ANS 24 HOURS,MISCELLANEOUS,CATALYTIC SILENCER,58.0,204.42,"INCIDENT  troubleshooting call center 8001793211
on-call mechanic lives in Verlaine 
Verlaine -Soumagne Soumagne -Verlaine 
78-20 =58 kms 
mechanic time 1 hour +50% CAUSE  call center troubleshooting 8001793211
on-call mechanic lives in Verlaine 
Verlaine -Soumagne Soumagne -Verlaine 
78-20 =58 kms 
mechanic time 1 hour +50% SOLUTION  call center troubleshooting 8001793211
on-call mechanic lives in Verlaine 
Verlaine -Soumagne Soumagne -Verlaine 
78-20 =58 kms 
mechanic time 1 hour +50%",{},N/A,N/A,N/A,N/A,N/A,N/A
"Feil Venstre baklampe virker ikke Årsak Det er vann og irr i den, + at fukt har ødelagt kontakten til kabelen. Korreksjon Byttet til ny lampe og laget ny kontakt til lampen",REAR LIGHT,WATER INFILTRATION,TAIL LAMP,17.0,295.326,"Error  Left rear light does not work  Reason There is water and dirt in it, + that moisture has destroyed it the connector of the cable. Correction  Changed to a new lamp and made a new contact for the lamp",{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL MOTORKONTROLLLEUCHTE ORANGE IM DISPLAY  GRUND SCHL UCHE VOM DIFFERZENDRUCKSENSOR GERISSEN  KORRECTUR FEHLERSPEICHER AUSLESEN / LèSCHEN FEHLERBEHEBUNG ABARBEITEN LEITUNGEN VOM DIFFERENZDRUCKSENSOR GERISSEN, BEIDE ERNEUERT",PIPES,BREAK,HOSE,6.0,235.98," REKL  CHECK ENGINE LIGHT ORANGE IN DISPLAY   REASON HOSES TORN FROM DIFFERENTIAL PRESSURE SENSOR   CORRECTION  READ/DELETE ERROR MEMORY TROUBLESHOOTING WORK PIPES FROM DIFFERENTIAL PRESSURE SENSOR TORN, BOTH REPLACED",{},N/A,N/A,N/A,N/A,N/A,N/A
" INCIDENT DESENCLECHEMENT DU FREIN ELECTRIQUE  CAUSE CONTACT DEFECTUEUX DES MASSES TELMA  SOLUTION ""CONTROLE EFFICACITE CABLES DE MASSECONTROLE EFFICACITE CONTACTS DE CONNEXIONS SYSTEME ELECTRIQUEESSAI OK""",GROUND LEAD,DEFECTIVE CONTACTS,HOOD WIRING,0.0,32.8," INCIDENT  DISENGAGING THE ELECTRIC BRAKE   CAUSE FAULTY CONTACT OF TELMA MASSES   SOLUTION  ""CHECK EFFICIENCY GROUND CABLESCHECK EFFICIENCY ELECTRICAL SYSTEM CONNECTION CONTACTSTEST OK""",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL OELVERLUST MOTOR PRüEFEN GRUND OELVERLUST MOTOR PRüEFEN: èLDRUCKLEITUNG 
DEFEKT/OELUNDICHT KORRECTUR OELVERLUST MOTOR PRüEFEN: èLDRUCKLEITUNG 
DEFEKT/OELUNDICHT. SCHADENSBEFUND FESTGELEGT, 
DEFEKTE LEITUNG ERSETZT. èLSTAND GEPRüFT/ERG  NZT UND 
BEREICH GEREINIGT",OIL DELIVERY PIPES,OIL LEAKS,OIL LINE,2.0,257.6,"REKL  OIL LOSS CHECK ENGINE  REASON OIL LOSS CHECK ENGINE: OIL PRESSURE LINE 
DEFECT/OIL LEAK CORRECTION  OIL LOSS CHECK ENGINE: OIL PRESSURE LINE 
DEFECTIVE/OIL LEAK. DAMAGE FINDINGS DETERMINED, 
DEFECTIVE CABLE REPLACED. èLSTAND TESTED/SUPPLEMENTED AND 
AREA CLEANED",{},N/A,N/A,N/A,N/A,N/A,N/A
REKL 1. Achse Radlagerspiel zu groß GRUND 1. Achse Radlagerspiel zu groß KORRECTUR 1. Achse Radlager erneuert,BEARINGS,DEFORMED,WHEEL BEARINGS,14.0,906.05,REKL  1st axle wheel bearing play too large  REASON 1st axle wheel bearing play too large  CORRECTION  1st axle wheel bearing replaced,{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL PARTIKELFILTERSTOERUNG BEF INST  GRUND ABGASDRUCKSENSOR DEFEKT  KORRECTUR ABGASDRUCKSENSOR ERNEUERT, MEHRERE REGENERATIONEN ERFORDERLICH, PARTIKELMAENGE ZU HOCH",PRESSURE SENSOR,INCORRECT PRESSURE,DPF PRESSURE SENSOR,1.0,336.28," REKL  PARTICLE FILTER FAULT BEF INST   REASON EXHAUST PRESSURE SENSOR DEFECTIVE   CORRECTION  EXHAUST PRESSURE SENSOR RENEWED, SEVERAL REGENERATIONS REQUIRED, PARTICLE AMOUNT TOO HIGH",{},N/A,N/A,N/A,N/A,N/A,N/A
 COMPLAINT PANNENDIENST PARNDORF KM 80  AUFTRAG CUSTOMER SERVICE 8001750484  CAUSE FZG KEINE LEISTUNG  CORRECTION MONTAGE DURCHFUEHREN ; SCHADEN VOR ORT FESSTELLEN,ANS 24 HOURS,DOWNTIME,CATALYTIC SILENCER,0.0,440.0, COMPLAINT  BREAKDOWN SERVICE PARNDORF KM 80  ORDER CUSTOMER SERVICE 8001750484   CAUSE FZG NO POWER   CORRECTION PERFORM ASSEMBLY ; DETERMINE DAMAGE ON SITE,{},N/A,N/A,N/A,N/A,N/A,N/A
