DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost
* ******************************SKARGA********************************** ZAPALONA KONTROLKA SILNIKA I KONTROLKA DPF * ********************************CPRZ********************************** POPEKANA RURA INTERCOOLER-TURBOSPREZARKA * ******************************KORECTA********************************* WYMIANA RURY INTERCOOLERA,SLEEVES,BREAK,RUBBER SLEEVE,2.0,171.602106
"******************************REKL************************************ Motorfehlerlampe ist aktiv ********************************GRUND********************************* Drucksensor Motorkühlanlage hat Unterbrechung/Kurzschluss ******************************KORRECTUR******************************* Fehlersuche, Befund, Sensor a/e erneuert","PRESS SENSOR, COOLING SYS",SHORT CIRCUIT,SWITCH,1.0,96.43
"******************************SICAYET********************************* hava kaçağı var ********************************NEDEN********************************* intercooler hortumda deformeden kaynaklı kaçak mevcut ******************************YAPILANIS******************************* intercooler hortum değişimi yapıldı.gerekli test ve kontrollerin ardından araç 
müşteriye sorunsuz teslim edildi",SLEEVES,DEFORMED,RUBBER SLEEVE,1.0,53.2328
"******************************REKL************************************ Getriebeoelverlust ********************************GRUND********************************* Oelleitungen an der Pressung undicht ******************************KORRECTUR******************************* befunden, Getriebeoelverlust lokalisieren, Oel ablassen, beide 
Oelschlaeuche aus-einbauen, erneuern, Oelstand pruefen und fuellen, 
o elverschmutzten Bereich reinigen",OIL LINE TO HEAT XCHANGER,OIL LEAKS,HYDRAULIC LINE,3.0,316.06
******************************REKL************************************ VIBRATIONEN IM TRIEBSTRANG AUFSUCHEN UND BEHEBEN. ********************************GRUND********************************* KARDANWELLE SCHLAEGT UND VIBRIERT ******************************KORRECTUR******************************* KARDANWELLE A-E NEU FEINWUCHTEN,PROP.SHAFT GEAR/B TO RA,MISALIGNED,SLIDING PROP.SHAFT,0.0,1079.2
* ******************************TIPO_DANNO****************************** AVVIAMENTO DIFFICOLTOSO * ********************************CAUSA********************************* RELE' R4 AVVIAMENTO DIFETTOSO * ******************************CORREZIONE****************************** SOSTITUZIONE,CONTROL POWER UNIT,DEFECT,RELAY,1.0,42.05
"******************************REKL************************************ FEHLERMELDUNG ""FAHRZEUG ÜBERHITZT"" ********************************GRUND********************************* FEHLER: KÜHLWASSERTEMPERATURSENSOR IM SPEICHER ******************************KORRECTUR******************************* FEHLERSPEICHER AUSLESEN UND SENSOR ERSETZEN",WATER TEMPERATURE SENDER,DEFECTIVE CONTACTS,TEMPERATURE SENSOR,1.0,76.57
******************************REKL************************************ Schiebetür offen wird angzeigt ********************************GRUND********************************* Schiebetürkontakte korrodiert ******************************KORRECTUR******************************* Schiebetürkontakte erneuert,DOOR CONN. FIXED PART,DEFECTIVE CONTACTS,SLIDING CONTACT,2.0,121.12
* ******************************TIPO_DANNO****************************** ACCENSIONE SPIA IMMOBILIZER * ********************************CAUSA********************************* SI RISCONTRA LA SMEMORIZZAZIONE DELLA CHIAVE DI AVVIAMENTO VEICOLO * ******************************CORREZIONE****************************** RIMEMORIZZAZIONE CHIAVE AVVIAMENTO TRAMITE UDT,IGNITION KEY,DEFECT,TOOLS OF IGNITION,0.0,18.3
"* ******************************REKL************************************ Hinterachse rechts Rad wird hei * ********************************GRUND******************************** gefÜhrtes Verfahren ""Vorder- u. Hinterachse Bremssattel"" durchgefÜhrt, verursacht durch Hinterachse rechts Bremszange blockiert / sc hadhaft * ******************************KORRECTUR******************************* Hinterachse rechts Bremszange erneuert",BRAKE CALIPER,BLOCKAGE,KIT-BRAKE CALIPER,2.0,672.13
******************************reklamace******************************* Vibrace při rozjezdu ********************************příč.********************************* prasklý silentblok převodovky ******************************oprava********************************** Výměna silentbloku převodovky.,MOUNTING PAD,CRACKED,ENGINE SILENTBLOCK,1.0,53.19
"* ******************************INCIDENT******************************** VOYANT MOTEUR ALLUME AVEC PERTE DE PUISSANCE ALEATOIRE, PAS DE VOYANT AU DEPOT DU VEHICULE EN ATELIER * ********************************CAUSE********************************* DEFAUT DANS CENTRALE DIRECTION ELECTRIQUE + AEBS * ******************************SOLUTION******************************** DIAGNOSTIC CENTRALES, CONTROLES ELECTRIQUES, EFFACER PANNES, ESSAI. HORS BAREME 0.50H POUR ESSAI DYNAMIQUE POUR VALIDER CONTROLES ET EFFACEMENT PANNES",ELE./MECH/POWER STEERING,DEFECT,POWER STEERING,0.0,184.8
******************************TIPO_DANNO****************************** DIFFICOLTA' INSERIMENTO MARCE ********************************CAUSA********************************* ERRATA REGISTRAZIONE TIRANTERIA CAMBIO ******************************CORREZIONE****************************** REGISTR. TIRANTERIA CAMBIO E PROVA VEICOLO,GEAR CONTROL ROD ASSY,INCORRECT ASSEMBLY,FLEXIBLE CONTROL,0.0,15.0
"******************************TIPO_DANNO****************************** SOSPENSIONE POSTERIORE ********************************CAUSA********************************* CORTO CIRCUITO CABLAGGIO SENSORE 
SOSPENSIONE POSTERIORE ******************************CORREZIONE****************************** DIAGNOSI E RIPRISTINO CABLAGGIO CENTRALINA A 
SENSORE DI LIVELLO SOSP",ECAS CONTROL UNIT CABLES,SHORT CIRCUIT,SENSOR,0.0,89.6
"* ******************************REKL************************************ BREMSVERSCHLEISSANZEIGE AKTIV * ********************************GRUND******************************** KABELUNTERBRECHUNG ZUR VERSCHLEISSANZEIGE VORN LINKS * ******************************KORRECTUR******************************* BREMSANLAGE AUF VERSCHLEISS GEPRUEFT, VERKABELUNG ZU DEN VERSCHLEISSANZEIGEN GEPRUEFT, KABELUNTERBRECHUNG ZUR VACHSE LINKS INSTANDGE SETZT",BRAKE ASSLY.TRANSM.CABLES,DEFECTIVE CONTACTS,FRAME WIRING,4.0,91.35
* ******************************INCIDENT******************************** DEPANNAGE A HONFLEUR (TPS: .30) * ********************************CAUSE********************************* RECHARGE D'1 ACCUMULATEUR DEPOSE COSSE MASSE DESSERRER D-R 1 CABLE DE MASSE D'ACCUMULATEUR * ******************************SOLUTION******************************** (Tps: .40)D-R 1 ACCUMULATEUR(Tps: .30)RECHARGE D'1 ACCUMULATEUR DEPOSE(Tps: .40)D-R 1 CABLE DE MASSE D'ACCUMULATEUR(Tps: .20 )CONTR.EFFICACITE CABLES MASSE,GROUND LEAD,LOOSE RETAINER,EARTH WIRE,0.0,58.86
"* ******************************COMPLAINT******************************* Reported vehicle in limp mode * ********************************CAUSE********************************* Check UDT, DPF error due to particulate value high, check SCR, found pipes adrift at DPF sensor resulting in vehicle not completing regeneration. * ******************************CORRECTION****************************** Checks with UDT, reposition and secure pipes at DPF sensor, carry out forced regeneration, road test, ok.",PIPES,LOOSE RETAINER,HOSE,0.0,117.793103
******************************TIPO_DANNO****************************** RUMORE SULLE SOSPENSIONI ANTERIORI ********************************CAUSA********************************* GIUNTI SFERICI GIOCO IRREGOLARE ******************************CORREZIONE****************************** SOSTITUZIONE GIUNTI SFERICI,SUSP.ARM BALL JOINTS,INCORRECT CLEARANCE,BALL JOINT,8.0,725.7
"* ******************************RECLAMO******************************* LUZ DE GESTIéN DE MOTOR SE QUEDA ENCENDIDA Y FALTA POTENCIA * ********************************CAUSA********************************* BOBINA ENCENDIDO DE CILINDRO N¬3 CON CORTOCIRCUITO INTERNO PROVOCANDO EXCESIVA TEMPERTURA CATALIZADOR POR FALLO ENCNEDIDO Y FALLO EN GESTION MOTOR * ******************************SOLUCION****************************** HACER DIAGNOSIS GESTION MOTOR GNC, D-M SERIE DE BUJIAS PARA REALIZAR PRUEBA DE COMPRESION MOTOR, REALIZAR PASOS GUIADOS DE ETIM PARA TEMPERATURA CATALIZADOR Y SUST. BOBINA ENCENDIDO CILINDRO N¬3",IGNITION COIL,SHORT CIRCUIT,IGNITION COIL,1.0,315.6
* ******************************INCIDENT******************************** ENTRETIE T1 + EO * ********************************CAUSE********************************* ENTRETIE T1 + EO * ******************************SOLUTION******************************** ENTRETIE T1 + EOPRELEVEMENT HUILE MOTEURSPECTROLIO : WEB 179418,OIL DRAIN PLUG,DEFORMED,O-RING,2.0,2.07
* ******************************TIPO_DANNO****************************** PERDITA ACQUA * ********************************CAUSA********************************* ROTTURA TUBAZIONI * ******************************CORREZIONE****************************** SOSTTUBAZIONI,EGR EXCHANGER PIPES,BREAK,REPAIR KIT,2.0,145.62
******************************SKARGA********************************** lusterko lata podczas jazdy ********************************CPRZ********************************** luz na ramieniu lusterka nasilający się przy większej prędkości ******************************KORECTA********************************* w/z lusterko prawe,CAB REARVIEW MIRROR,TOO LOOSE/FLEXIBLE,REAR MIRROR RIGHT,1.0,163.216842
"******************************INCIDENT******************************** FUITE LIQUIDE REFROIDISEMENT ********************************CAUSE********************************* VASE D'EXPANSION LIQUIDE REFROIDISEMENT FISSURER SUR LA 
SOUDURE D'ORIGINE ******************************SOLUTION******************************** REMPLACEMENT DU VASE D'EXPANSION",RADIATOR EXPANSION TANK,CRACKED,EXPANSION TANK,1.0,144.126127
"******************************REKL************************************ RADLAGER AN DER VA RECHTS & LINKS ********************************GRUND********************************* RADLAGER AN DER VA RECHTS & LINKS MACHEN GER USCHE / 
!!! ACHTUNG BEIM AUSBAU DES RADLAGERS RECHTS WURDE 
DER ACHSSCHENKEL BESCH DIGT ******************************KORRECTUR******************************* RADLAGER RECHTS UND LINKS ERSETZT DAZU DEN 
ACHSSCHENKEL RECHTS UND LINKS A+E",BEARINGS,NOISE,WHEEL BEARINGS,17.0,1138.89
* ******************************TIPO_DANNO****************************** AVARIA ABS * ********************************CAUSA********************************* 5801279037 SENSORE * ******************************CORREZIONE****************************** 526713106 S-R SENSORE INDUTTIVO ANTIBLOCCAGGIO RUOTE POST.,SENSOR,SHORT CIRCUIT,SENSOR,1.0,145.35
"* ******************************COMPLAINT******************************* INVESTIGATE AD-BLUE FAULTS. * ********************************CAUSE********************************* SHORT CIRCUIT IN NOX SENSOR. * ******************************CORRECTION****************************** CONNECT TO UDT AND DIAGNOSE, FOUND ERRORS WITH UPSTREAM NOX SENSOR. FIT NEW NOX SENSOR, CALIBRATE AND CLEAR FAULTS.",NOX DETECTION SENSOR,SHORT CIRCUIT,NOX SENSOR,1.0,296.735631
"******************************TIPO_DANNO****************************** VEICOLO A FREDDO NON PARTE ********************************CAUSA********************************* BATTERIA KO
 ******************************CORREZIONE****************************** SOST BATTERIA",BATTERY,DEFECT,BATTERY,1.0,261.69
* ******************************REKL************************************ 1 HANDBREMSSEIL LOSE * ********************************GRUND******************************** GEWINDE GEBROCHEN * ******************************KORRECTUR******************************* HANDBREMSSEIL ERNEUERT,REAR CABLE,BREAK,HAND BRAKE CABLE,1.0,62.23
