Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Label_1,Label_2,Label_3,Label_4,Label_5,Score_1,Score_2,Score_3,Score_4,Score_5
PARTICULATE TRAP,BLOCKAGE,CATALYTIC SILENCER,1.0,1875.99,"COMPLAINT EDC AND CATALYST WARNING LIGHTS CAUSE DPF blockage. CORRECTION After forced regenerations with no results we procced with 
DPF replacement.",Defective Component,Type of Failure,Defective Part,Number of Parts Replaced,Material Failure,0.20916810631752014,0.19016920030117035,0.16957710683345795,0.14380735158920288,0.0912918746471405
SIDE COVERINGS,INCORRECT ASSEMBLY,COLUMN COVER,0.0,59.5,"COMPLAINT It constantly signals that the belt is not fastened. CAUSE The interior column cover of the cab clamped the belt electrical 
cable. CORRECTION Belt electronic installation was repared.
economy: repair electronic installation right side seat belt, detect 
foult.",Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.19544672966003418,0.18160849809646606,0.16499263048171997,0.12686896324157715,0.12503622472286224
ELECTRIC AIR COMPRESSOR,SHORT CIRCUIT,COMPRESSOR,1.0,4213.51, INCIDENT  SUSPENSION LIGHT ON - SUSPENSION STAYS DOWN   CAUSE ELECTRIC AIR COMPRESSOR SHORT CIRCUIT   SOLUTION  PREPARATION STATION U.D.T. DIAGNOSTIC AIR SUSPENSION SYSTEM - EXCEPT PREPARATION STATIONSEXCEPT PREPARATION STATIONCONTR.EFFICA CITE CABLES MASSCONTR.EFFIC. CONTACTS CONNECTED ELECTRICAL INSTALLATIONA PNEUMATIC SUPPLY UNIT-R EXHAUST SOLENOID VALVE - A REMOVAL PNEUMATIC SUPPLY UNITA PNEUMATIC SUPPLY UNIT-R 1 ELECTRIC AIR COMPRESSOR - A SEEA PNEUMATIC SUPPLY UNIT PNEUMATIC SUPPLY UNIT FAULT MEMORY READING AND CLEARANCE - EXCEPT STATION PREPARATION AUF STATION PREPARATION,Type of Failure,Defective Component,Number of Parts Replaced,Total Cost Incurred,Defective Part,0.135387122631073,0.12677635252475739,0.12648341059684753,0.12521278858184814,0.12399235367774963
NOX DETECTION SENSOR,DEFECT,SENSOR,0.0,114.24,"COMPLAINT When carrying out campaign, Nox sensor could not be removed CAUSE Nox sensor sat in place and took extra time to remove.
When finaly removed, threads followed the sensor out. CORRECTION Extra time for removal and mounting of nox sensor",Type of Failure,Material Failure,Defective Component,Defective Part,Number of Parts Replaced,0.182601198554039,0.1425444781780243,0.13801932334899902,0.13726840913295746,0.11429202556610107
DOOR CONN. FIXED PART,DEFECTIVE CONTACTS,PISTONS SET TYPE A,2.0,111.46,REKL  KEEP BACK DOOR OPEN DISPLAY  REASON CONTACT PLATE LEFT REAR DOOR CORRODED  CORRECTION  AFTER DIAGNOSIS REPLACEMENT,Type of Failure,Number of Parts Replaced,Defective Part,Defective Component,Material Failure,0.18878713250160217,0.15319474041461945,0.14964498579502106,0.14931389689445496,0.1099768728017807
TEMPERATURE SENSOR,DEFECTIVE CONTACTS,SENSOR,0.0,89.92, DAMAGE TYPE  INDUCEMENT LIGHT  CAUSE  NO ELECTRICAL CONTINUITY ON THE EXHAUST GAS TEMPERATURE SENSOR FOR LABLE CONNECTION   CORRECTION  FAULT RECORDING CONTROL IMP. AND RESET CONNECTION ELECTRICAL LINE TO EXHAUST GAS TEMPERATURE SENSOR,Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.40181031823158264,0.1631886065006256,0.11097167432308197,0.09136632829904556,0.08875890076160431
PRESSURE SENSOR,DEFECTIVE CONTACTS,DPF PRESSURE SENSOR,1.0,199.69,INCIDENT  ENGINE LIGHT CAUSE  economy = check wiring and connection - delta p hs sensor  SOLUTION  replace delta p sensor,Type of Failure,Number of Parts Replaced,Defective Component,Material Failure,Defective Part,0.21094757318496704,0.20093293488025665,0.13438396155834198,0.11792437732219696,0.11759322136640549
CAB,DEFECT,OUTER PANEL,0.0,1204.81,"INCIDENT  left side paint repair
following agreement 
WPA 106265728 CAUSE  left side paint repair
following agreement 
WPA 106265728 SOLUTION  left side paint repair
following agreement 
WPA 106265728",Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.20582561194896698,0.1593419760465622,0.14261187613010406,0.13098883628845215,0.1223149523139
HEATER PIPES,WATER LEAKS,HEATING TUBE,7.5,187.375,"REKL  Water loss, customer always has to refill water. REASON  Water loss from the two hoses that go to the heating element. CORRECTION  Replace hose and add frustration protection.",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.21643441915512085,0.16180185973644257,0.1516997516155243,0.14844629168510437,0.12209766358137131
HEAT EXCHANGER,OIL LEAKS,OIL/WATER HEAT EXCH.,6.0,1107.05,"REKL  VEHICLE HAS ENGINE OIL IN THE COOLANT  REASON OIL COOLER INTERNALLY LEAKING  CORRECTION  LOCALIZATION OF OIL MIXTURE; OIL COOLER AE 
RENEWED; COOLING CIRCUIT PUSHED MULTIPLE TIMES; 
CONTAMINATED AND CANNOT BE CLEANED 
SIMILAR TANK REPLACED; OIL LEVEL CHECKED AND 
ADDED; CONTAMINATED ENGINE COMPARTMENT CLEANED",Number of Parts Replaced,Type of Failure,Defective Component,Defective Part,Material Failure,0.20313774049282074,0.1606322079896927,0.13709260523319244,0.13347378373146057,0.12931321561336517
DIP STICK PIPE,CRACKED,OIL LEVEL TUBE,3.0,131.5,COMPLAINT  OIL LEAK SIDE ENGINE  CAUSE THE DIPSTICK HOLDER IS LOOSE AND CRACKED  CORRECTION  REPLACING THE DIPSTICK HOLDER,Number of Parts Replaced,Type of Failure,Defective Component,Material Failure,Defective Part,0.18017321825027466,0.1797085702419281,0.16185759007930756,0.1503583788871765,0.14823614060878754
SLEEVES,CRACKED,RUBBER SLEEVE,3.0,169.28,"REKL  MOTOR HAS NO POWER AND STRONG 
Hissing noises REASON  FRONT RIGHT CHARGE AIR HOSE DEFECTIVE  CORRECTION CHARGE AIR HOSE RENEWED",Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Material Failure,0.29452887177467346,0.26222172379493713,0.12596534192562103,0.12480781972408295,0.07990308851003647
5-6 SP.SYNCHRO ASSY,CRACKED,KIT-SYNCHRONIZER,32.0,1456.48,"DAMAGE TYPE  GEARS DO NOT SHIFT WELL ESPECIALLY WHEN COLD AND IN 
CLIMB CAUSE  HEATING SYNCHRONIZATION 5-6 CRETTATI MARCH CORRECTION  S-R GEARBOX, BREAKDOWN. AND REVIEW",Number of Parts Replaced,Defective Component,Type of Failure,Defective Part,Material Failure,0.22631363570690155,0.16643497347831726,0.16185025870800018,0.13785026967525482,0.0982530489563942
STARTER MOTOR ASSY,DEFECTIVE CONTACTS,STARTER MOTOR,1.0,333.459459,REKL  Engine no longer starts  GRUND Faulty starter  KORRECTUR  Replace the starter,Type of Failure,Defective Part,Material Failure,Defective Component,Number of Parts Replaced,0.21834096312522888,0.18275369703769684,0.165816530585289,0.15775778889656067,0.13220913708209991
EGR HEAT EXCHANGER,BREAK,HEAT EXCHANGER,3.0,630.74,"INCIDENT  EU DASHBOARD WARNING WITH POWER REDUCTION AND 
ENGINE NOISE CAUSE  EXCHANGER BREAKAGE  SOLUTION INTAKE AND EXHAUST SYSTEM CHECK, CHECK 
DEPOLUTION SYSTEM, FAILURE EXHAUST, REPLACEMENT OF 
THIS ONE AND REPLAY OF TES TS? CONCLUSIVE RESULT",Number of Parts Replaced,Type of Failure,Defective Component,Material Failure,Defective Part,0.22506050765514374,0.20674164593219757,0.14010274410247803,0.10734021663665771,0.10706644505262375
ANS 24 HOURS,MISCELLANEOUS,VARIAB.GEOM.TURBINE,0.0,86.860465,COMPLAINT TRAVEL CAUSE TRAVEL CORRECTION TRAVEL,Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.281821072101593,0.1576002836227417,0.15688934922218323,0.11422549188137054,0.09840714186429977
GEAR LEVER KNOB,BROKEN AWAY,LEVER KNOB,1.0,48.93,"DAMAGE TYPE  GEAR LEVER KNOB INSERT REMOVAL CAUSE  REMOVAL OF GEAR LEVER KNOB SKIN  CORRECTION CHECK FAULT -LEVER KNOB FOUND AND REPLACED 
DETACHED",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.4021475613117218,0.13768485188484192,0.12333249300718307,0.09837724268436432,0.09679009020328522
SLEEVES,DEFORMED,RUBBER SLEEVE,2.0,114.637896, COMPLAINT  WHISTLE WHILE ACCELERATING   CPRZ Spontaneous rupture of the rubber hose between the turbine and the inercoler   CORRECTION  Replacing the rubber hose between the turbine and the inercoler,Type of Failure,Number of Parts Replaced,Defective Component,Material Failure,Defective Part,0.22798247635364532,0.1837291121482849,0.1350879967212677,0.126540407538414,0.12404615432024002
PARTICULATE SENSOR,SHORT CIRCUIT,PM SENSOR,1.0,168.39821, COMPLAINT  CHECK ENGINE   CPRZ BREAKDOWN IN THE ELECTRICAL INSTALLATION OF THE PARTICULATE SENSOR   CORRECTION  PARTICULATE SENSOR REPLACEMENT,Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.20099157094955444,0.1696111559867859,0.15636901557445526,0.1532900184392929,0.12884530425071716
TURBO CHARGER,LOW OUTPUT/EFFICIENCY,ECU-ENGINE,0.0,81.3,REKL  EDC LIGHTS  REASON STORED ERRORS NOT ACTIVE ERRORS  CORRECTION  CLEAR ERROR MEMORY,Type of Failure,Defective Component,Number of Parts Replaced,Defective Part,Material Failure,0.25900763273239136,0.1815643310546875,0.14367249608039856,0.11974940448999405,0.1117689236998558
ACC SENSOR,SHORT CIRCUIT,SENSOR,2.0,478.87,REKL  VEHICLE SPORADICALLY DOES NOT START  REASON RADAR HEAD CAUSES SHORT CIRCUIT  CORRECTION  RADAR HEAD A+E; ERN; CALIBRATE RADAR HEAD,Type of Failure,Defective Component,Number of Parts Replaced,Defective Part,Material Failure,0.21492251753807068,0.15221424400806427,0.133733868598938,0.12925726175308228,0.12583212554454803
SUSPENSION MECHANISM,NOISE,SEAT CARRIER,0.0,8.063158, COMPLAINT  DRIVER SEAT SCREECHING   CPRZ DRIVER SEAT SCREECHING   CORRECTION  LUBRICATION OF THE MECHANICAL ELEMENTS OF THE SEAT SUSPENSION,Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.2223406881093979,0.1824938803911209,0.17423729598522186,0.1382535696029663,0.10758905112743378
INTERNAL SPEAKERS,DEFECTIVE CONTACTS,LOUDSPEAKER-ACCES,1.0,80.702461,COMPLAINT  SPEAKER IS NOT WORKING CAUSE  BREAK IN THE ELECTRICAL INSTALLATION OF THE RIGHT SPEAKER  CORRECTION SPEAKER REPLACEMENT RIGHT,Type of Failure,Defective Component,Number of Parts Replaced,Material Failure,Defective Part,0.18390889465808868,0.17201390862464905,0.14994950592517853,0.14385686814785004,0.1366911083459854
CONNECTION UNIT,DEFECTIVE CONTACTS,ECU-BODY COMPUTER,0.0,61.38255," COMPLAINT  AUTOMATIC LIGHTING INSIDE THE CABIN DOES NOT WORK AFTER OPENING THE DOOR   CPRZ DEFECTIVE CONTACT OF PIN NO. 13 IN THE CONNECTOR LF BC PLUGINS  CORRECTION  VERIFICATION, REPAIR OF THE PIN IN THE BC CARTRIDGE",Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Material Failure,0.3114069104194641,0.24317924678325653,0.12505461275577545,0.11563507467508316,0.07074802368879318
2-3 SP.SYNCHRO ASSY,BREAK,SLIDING SHOE,14.0,802.29, DAMAGE TYPE  III¢ and IV¢ gear engagement - Broken III and IV gear engagement pads - S/R gearbox for overhaul   CAUSE  Broken gear engagement pads III and IV  CORRECTION  S/r gearbox for overhaul,Type of Failure,Defective Component,Material Failure,Defective Part,Number of Parts Replaced,0.21728995442390442,0.18933680653572083,0.13771739602088928,0.1372082531452179,0.11996838450431824
EGR HEAT EXCHANGER,CRACKED,HEAT EXCHANGER,7.0,2424.5,"COMPLAIN  coolant leak CAUSE  CRACKED  CORRECTION diagnostics, system pressurization, fault detected EGR exchanger, 
exchange, reassembly",Type of Failure,Number of Parts Replaced,Defective Component,Material Failure,Defective Part,0.23051510751247406,0.17949500679969788,0.14863692224025726,0.13461735844612122,0.12518908083438873
THROTTLE BODY,DEFECT,VALVE HOUSING,2.0,278.592841," COMPLAINT  The OBD light is on and the Inducement is flashing.  CPRZ  Incorrect TVA valve data - out of range   CORRECTION Fault verification, throttle replacement",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.21168296039104462,0.18742571771144867,0.17850671708583832,0.12430736422538757,0.11246076971292496
BRAKE CALIPER GUIDING PIN,BLOCKAGE,KIT-BRAKE CALIPER,1.0,109.04,REKL  1st axle right brake caliper stuck  REASON 1st axle right brake caliper stuck  CORRECTION  1st axle right brake caliper repaired,Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,Material Failure,0.22145532071590424,0.19041617214679718,0.15318626165390015,0.1351279467344284,0.10854548215866089
PARTICULATE SENSOR,BREAK,PM SENSOR,1.0,419.65,"COMPLAIN  ENGINE LIGHT IN DISPLAY CAUSE  TROUBLESHOOTING, CONNECTION OF DIAGNOSTIC COMPUTER, READOUT 
ERROR MEMORY, ERROR INDICATIONS ON TEMPERATURE PM SENSOR, 
EXPOSING AND MEASURING WIRING AND 
CONTACT PIECES WITHOUT REMARK, INTERNAL DETERMINES 
MALFUNCTION PM SENSOR, EXCHANGE DITTO, DELETE 
ERROR MEMORY, FUNCTIONAL CHECK AND TEST DRIVE WITHOUT 
NOTE, CORRECTION  TROUBLESHOOTING, CONNECTION DIAGNOSTIC COMPUTER, READOUT 
ERROR MEMORY, ERROR INDICATIONS ON TEMPERATURE PM SENSOR, 
EXPOSING AND MEASURING WIRING AND 
CONTACT PIECES WITHOUT REMARK, INTERNAL DETERMINES 
MALFUNCTION PM SENSOR, EXCHANGE DITTO, DELETE 
ERROR MEMORY, FUNCTIONAL CHECK AND TEST DRIVE WITHOUT 
REMARK,",Total Cost Incurred,Number of Parts Replaced,Type of Failure,Defective Component,Defective Part,0.14441116154193878,0.1398816853761673,0.13558192551136017,0.1251847743988037,0.12286941707134247
OXYGEN SENSOR,DEFECT,SENSOR,1.0,130.05,COMPLAINT WARNING LIGHT IS ON CAUSE DEFECTIVE OXYGEN SENSOR DUE TO INTERNAL DEFECT CORRECTION REPL.OXYGEN SENSOR,Defective Component,Type of Failure,Defective Part,Number of Parts Replaced,Material Failure,0.295656681060791,0.19181188941001892,0.15247471630573273,0.1066817045211792,0.0798625648021698
FLANGE SEAL,OIL LEAKS,SHAFT SEAL,1.0,53.371364, COMPLAINT  OIL LEAK ON MOðT   CPRZ DEFORMATION OF THE SURFACE OF THE REAR AXLE SEAL   CORRECTION  BRIDGE SEAL REPLACEMENT,Type of Failure,Defective Component,Material Failure,Defective Part,Number of Parts Replaced,0.1786498725414276,0.17318961024284363,0.1669204980134964,0.1541782170534134,0.13040907680988312
PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,134.666667,"COMPLAINT  ENGINE FAILURE AND ADBLUE INDICATOR INDICATOR IS ON  CPRZ INTERNAL ELECTRICAL FLUID HEATER DAMAGE 
ADBLUE IN THE INJECTION FLUID SUPPLY PIPE CORRECTION  CORD REPLACEMENT",Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.23655585944652557,0.1923578679561615,0.1682726889848709,0.11991424858570099,0.098756805062294
TIMING CONTROLS,BREAK,TIMING BELT,8.0,11472.53,"COMPLAINT Vehicle can not start the engine and there is strange metal sound 
when engine is trying to start CAUSE After inspection and engine disassembly we found that few tooths 
on engine toothed belt was damaged which
cause the malfunction of water pump which later indicated in 
several damages on engine core compoments. We
found a damages on the fallowing parts: engine valves, all pistons, 
crankshaft, camshafts, water pump, toothed belt
tensioner, bearings, and connection rods. Engine block and engine 
head did not pass the hydrotest and they also
should be replaced. CORRECTION Engine assembly replaced per authorization for WPA request 
106302395.",Number of Parts Replaced,Defective Component,Type of Failure,Defective Part,Material Failure,0.17859883606433868,0.15943562984466553,0.15579500794410706,0.1428738534450531,0.12087899446487427
ANS 24 HOURS,MISCELLANEOUS,ECU-ENGINE,85.0,274.55,"INCIDENT  YEARS FILE N¢8001723050 VEHICLE IN BREAKDOWN A 
CHANTENAY ST IMBERT CAUSE  TROUBLESHOOTING  SOLUTION TROUBLESHOOTING",Type of Failure,Defective Component,Material Failure,Defective Part,Number of Parts Replaced,0.21934345364570618,0.14617428183555603,0.13564249873161316,0.13279369473457336,0.11651657521724701
BEARINGS,NOISE,WHEEL BEARINGS,7.0,706.13793,"COMPLAINT 'whining' noise from front end CAUSE wheel bearings failure CORRECTION trace fault,strip front hubs,renew wheel bearings both sides, rebuild 
and check",Type of Failure,Defective Component,Number of Parts Replaced,Defective Part,Material Failure,0.19398121535778046,0.17550869286060333,0.1738683581352234,0.1537749171257019,0.13263675570487976
OXYGEN SENSOR,DEFECT,SENSOR,1.0,58.020135,"COMPLAINT  mileage light on, no power  CPRZ DAMAGED LAMBDA PROBE  CORRECTION  LAMBDA PROBE REPLACEMENT",Type of Failure,Number of Parts Replaced,Defective Part,Defective Component,Material Failure,0.2062094658613205,0.17998357117176056,0.15190790593624115,0.14749351143836975,0.12155415862798691
CAB LOOM,LOOSE RETAINER,FRAME WIRING,0.0,62.778523, COMPLAINT  Hill Holder fault message appears   CPRZ IMPROPER CONNECTION OF MASS CABLES ON THE ELECTRICAL HARNESS OF THE WATER FRAME IN PLUGINS  CORRECTION  MASS CONNECTION REPAIR,Defective Component,Type of Failure,Defective Part,Number of Parts Replaced,Material Failure,0.19705340266227722,0.18173152208328247,0.16334952414035797,0.14749081432819366,0.11561540514230728
BACK-UP LAMP SWITCH,MISALIGNED,REAR LIGHT SWITCH,2.8,64.55,"COMPLAINT Oil leaks under the gearbox. We noticed the failure during the 
maintenance inspection. CAUSE Oil leaks from the gearbox back-up lamp switch. Switch misaligned. CORRECTION Gearbox washing + back-up lamp switch replaced + gearbox oil refill.",Material Failure,Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,0.18861666321754456,0.1775432974100113,0.17666201293468475,0.17023879289627075,0.14602278172969818
CAP,DEFORMED,OIL FILLER PLUG,1.0,31.091723, COMPLAINT  OIL LEAKING FROM UNDER THE CAP   CPRZ FAILURE INSPECTION.DEFORMED OIL FILLER CAP.SEALING   CORRECTION  REPLACING THE OIL FILLER CAP,Type of Failure,Defective Component,Material Failure,Number of Parts Replaced,Defective Part,0.2691803276538849,0.15159103274345398,0.13815069198608398,0.13424870371818542,0.12678375840187073
SENSOR,BREAK,SENSOR,2.0,125.83, INCIDENT  ABS PROBLEM  CAUSE  ABS SENSOR BREAKAGE   SOLUTION  D-R INDUCTIVE ANTI-LOCK SENSOR ARRA WHEELS WHEELS WITH REMOVAL HUBSTATION PREPARATION U.D.T.TEST MODULES AND CLEARING FAULT MEMORY EXCEPT STATION PREPARATIONDIAGNOSIS BRAKE SYSTEMEXCEPT STATION PREPARATION,Type of Failure,Defective Component,Number of Parts Replaced,Defective Part,Material Failure,0.18957078456878662,0.15764082968235016,0.1568664014339447,0.1427055299282074,0.10305873304605484
ANS 24H RECOVERY CHARGE,BREAK,AIR HOSE,0.0,381.94,"COMPLAINT TOWING 
DOSSIER 8001822449 CAUSE TOWING CORRECTION TOWING",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.2687869071960449,0.16785061359405518,0.16513627767562866,0.1330382376909256,0.09924936294555664
ROCKER TOP COVER,LOOSE RETAINER,RUBBER PLUG,3.0,25.729306, COMPLAINT  Engine hood noise   CPRZ Loose upper engine cover mounting   CORRECTION  Repair of the upper engine cover mounting,Type of Failure,Defective Component,Number of Parts Replaced,Material Failure,Defective Part,0.2518406808376312,0.1608934849500656,0.1512172371149063,0.1348058134317398,0.13362304866313934
