DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cause_of_Failure,Human_error,Design_Flaw,Material,Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Total Cost Incurred,Cause of Failure: Human Error,Cause of Failure: Design Flaw,Cause of Failure: Material Issue
"REKL FAHRTSCHREIBERGEBER KEIN KORREKTES SIGNAL GRUND VERKABELUNG BZW VERKABELUNG PRÜFEN; SENSOR DEFEKT KORRECTUR SENSOR ERNEUERT
E-ZEIT VERKABELUNG BZW GEBERLEITUNG PRÜFEN OK!",TACHOGRAPH SENDER,INCORRECT RUNNING SPEED,KITAS SENSOR,1.0,191.14,"REKL  TACHOGRAVER NO CORRECT SIGNAL  REASON CHECK WIRING OR WIRING; SENSOR DEFECTIVE CORRECTION  SENSOR RENEWED
CHECK E-TIME CABLING OR ENCODER LINE OK!","{'Defective Component': 0.33437979221343994, 'Defective Part': 0.19908937811851501, 'Type of Failure': 0.13211482763290405, 'Number of Parts Replaced': 0.10071902722120285, 'Cause of Failure: Material Issue': 0.07520009577274323, 'Cause of Failure: Human Error': 0.06349629163742065, 'Total Cost Incurred': 0.04791468009352684, 'Cause of Failure: Design Flaw': 0.047085922211408615}",0,0,1,0,0,0,0,0,0,0,0
SICAYET VİTES KOLDA BOŞLUK VAR NEDEN VİTES KOLU YATAKLAMA YUVASINDA BOŞLUK VAR YAPILANIS KONTROLLERDE VİTES KOLUNDA BOŞLUK OLDUĞU GÖRÜLDÜ.,GEARBOX CONTROL,INCORRECT CLEARANCE,SUPPORT,1.0,50.742,"TEMPERATURE  THERE IS CLEARANCE IN THE GEAR LEVER  WHY THERE IS A GAP IN THE SHIFT LEVER BEARING HOUSING  TOGETHER  DURING THE CHECKS, IT WAS OBSERVED THAT THERE WAS CLEARANCE IN THE GEAR LEVER.","{'Type of Failure': 0.174345463514328, 'Defective Component': 0.16506671905517578, 'Cause of Failure: Material Issue': 0.12890300154685974, 'Defective Part': 0.12557533383369446, 'Number of Parts Replaced': 0.11516644805669785, 'Total Cost Incurred': 0.10826042294502258, 'Cause of Failure: Design Flaw': 0.09611982107162476, 'Cause of Failure: Human Error': 0.08656279742717743}",0,0,1,0,0,0,0,0,0,0,0
" SKARGA STUKI W KOMORZE SILNIKA  CPRZ LUZNA POKRYWA ZAWOROWA , WYTARTE KORKI POKRYWY  KORECTA WYMIANA KORKOW",ROCKER TOP COVER,SEIZURE,RUBBER PLUG,3.0,14.501119," COMPLAINT  KNOCKING IN THE ENGINE COMPARTMENT   CPRZ LOOSE VALVE COVER, WORN COVER PLUGS   CORRECTION  REPLACEMENT OF CORKS","{'Defective Component': 0.1899019330739975, 'Defective Part': 0.1876666396856308, 'Type of Failure': 0.17454026639461517, 'Number of Parts Replaced': 0.15300749242305756, 'Cause of Failure: Material Issue': 0.10583074390888214, 'Cause of Failure: Design Flaw': 0.07903266698122025, 'Cause of Failure: Human Error': 0.06054232269525528, 'Total Cost Incurred': 0.04947799816727638}",0,0,1,0,0,0,0,0,0,0,0
REKL Anzeige Schiebetüre offen GRUND Laderaumbeleuchtung ohne Funktion KORRECTUR Türkontakte an der Schiebetüre a-e und erneuert,DOOR CONN. FIXED PART,SHORT CIRCUIT,SLIDING CONTACT,2.0,108.0,REKL  Sliding door open display  REASON Cargo area lighting not working  CORRECTION  Door contacts on the sliding doors a-e and replaced,"{'Number of Parts Replaced': 0.3296627700328827, 'Type of Failure': 0.16974057257175446, 'Defective Component': 0.11959154158830643, 'Defective Part': 0.11792106926441193, 'Cause of Failure: Material Issue': 0.0894959419965744, 'Cause of Failure: Design Flaw': 0.06220374256372452, 'Total Cost Incurred': 0.058914147317409515, 'Cause of Failure: Human Error': 0.05247021093964577}",0,0,1,0,0,0,0,0,0,0,0
 TIPO DANNO SPIA MOTORE ACCESA  CAUSA RILEVATO SENSORE DIFETTOSO  CORREZIONE SOSTITUZIONE SENSORE,NOX DETECTION SENSOR,DEFECT,SENSOR,1.0,241.91, DAMAGE TYPE  ENGINE LIGHT ON  CAUSE  FAULTY SENSOR DETECTED   CORRECTION SENSOR REPLACEMENT,"{'Type of Failure': 0.37625816464424133, 'Defective Component': 0.16223378479480743, 'Defective Part': 0.1403600573539734, 'Number of Parts Replaced': 0.08977050334215164, 'Cause of Failure: Material Issue': 0.08780447393655777, 'Cause of Failure: Design Flaw': 0.05625922232866287, 'Total Cost Incurred': 0.05427810922265053, 'Cause of Failure: Human Error': 0.03303568437695503}",0,0,1,0,0,0,0,0,0,0,0
REKL Das Schwungrad erneuern. GRUND Das Schwungrad hat Hitzerisse und ist blau angelaufen. KORRECTUR Das Schwungrad wurde erneuert.,FLYWHEEL ASSEMBLY,CRACKED,FLYWHEEL,8.0,698.29,REKL  Replace the flywheel. REASON  The flywheel has heat cracks and has turned blue. CORRECTION  The flywheel was replaced.,"{'Type of Failure': 0.1913096159696579, 'Defective Component': 0.14528228342533112, 'Cause of Failure: Material Issue': 0.13844698667526245, 'Defective Part': 0.13580216467380524, 'Number of Parts Replaced': 0.132998988032341, 'Cause of Failure: Design Flaw': 0.09358476102352142, 'Cause of Failure: Human Error': 0.08416567742824554, 'Total Cost Incurred': 0.07840947806835175}",0,0,1,0,0,0,0,0,0,0,0
COMPLAINT hluk od PN CAUSE kontrola podvozku - vadné LP ložiska CORRECTION výměna,FRT AXLE WHEEL HUBS,DEFECT,WHEEL HUB SET,1.0,147.03,COMPLAIN  noise from PN CAUSE  chassis check - defective LP bearings  CORRECTION exchange,"{'Defective Component': 0.27334272861480713, 'Defective Part': 0.2382650375366211, 'Type of Failure': 0.12360457330942154, 'Cause of Failure: Material Issue': 0.12191139906644821, 'Number of Parts Replaced': 0.09867563098669052, 'Cause of Failure: Design Flaw': 0.06629755347967148, 'Cause of Failure: Human Error': 0.045060090720653534, 'Total Cost Incurred': 0.03284304216504097}",0,1,0,0,0,0,0,0,0,0,0
"COMPLAINT Svítí kontrolka SCR. CAUSE Proběhl test řídící jednotek, kontrola el. instalace a diagnostika - 
zjištěn vadný snímač NOX. CORRECTION Provedena výměna vadného snímače před katalyzátorem a následná 
diagnostika po opravě + vymazání paměti poruch řídící jednotky.",NOX DETECTION SENSOR,DEFECT,SENSOR,1.0,262.06,"COMPLAIN  The SCR light is on. CAUSE  A test of the control units took place, an electrical check. installation and diagnostics - 
defective NOX sensor detected.  CORRECTION  Replaced the defective sensor before the catalyst and after 
diagnostics after repair + deletion of control unit fault memory.","{'Defective Component': 0.2263023853302002, 'Number of Parts Replaced': 0.17815826833248138, 'Defective Part': 0.13609811663627625, 'Type of Failure': 0.13345441222190857, 'Cause of Failure: Material Issue': 0.12377391010522842, 'Cause of Failure: Design Flaw': 0.0765012800693512, 'Cause of Failure: Human Error': 0.0667034462094307, 'Total Cost Incurred': 0.05900811403989792}",0,0,1,0,0,0,0,0,0,0,0
"SKARGA drgania pokrywy silnika wytarte korki i wykrecone plastikowe koli mocujace CPRZ deformacja od temperatury i wytarcie korkow pokrywy silnika od drgan 
skutek slyszalne stuki i wykrec KORECTA wymiana i uzupelnienie ko·kÊw",ROCKER TOP COVER,WEAR,RUBBER PLUG,5.0,17.733782,"COMPLAINT  vibration of the engine cover, worn out plugs and unscrewed plastic mounting rings  CPRZ deformation due to temperature and abrasion of the engine cover plugs from vibrations 
result: audible knocking sounds and dial CORRECTION  replacement and supplementation of wheels","{'Type of Failure': 0.20299901068210602, 'Defective Component': 0.17457091808319092, 'Number of Parts Replaced': 0.15295684337615967, 'Defective Part': 0.12601487338542938, 'Cause of Failure: Material Issue': 0.12276734411716461, 'Cause of Failure: Human Error': 0.07851924002170563, 'Cause of Failure: Design Flaw': 0.07385951280593872, 'Total Cost Incurred': 0.06831228733062744}",0,0,1,0,0,0,0,0,0,0,0
 REKL Kennz.-leuchte ohne funktion  GRUND tÜrkontakt defekt  KORRECTUR tÜrkontakt erneuern,REAR DOOR CONNECTION,DEFECTIVE CONTACTS,SLIDING CONTACT,2.0,166.28, REKL  License light without function   REASON door contact defective   CORRECTION  Renew door contact,"{'Defective Component': 0.2607938349246979, 'Type of Failure': 0.25223955512046814, 'Defective Part': 0.1645512580871582, 'Number of Parts Replaced': 0.1020079031586647, 'Cause of Failure: Material Issue': 0.0764300525188446, 'Cause of Failure: Human Error': 0.051173701882362366, 'Cause of Failure: Design Flaw': 0.04858561232686043, 'Total Cost Incurred': 0.0442180410027504}",1,0,0,0,0,0,0,0,0,0,0
"COMPLAINT Hluk od přední nápravy CAUSE Kontrola přední nápravy - zjištěna příliš velká vůle ložisek přední 
nápravy CORRECTION Provedena výměna vadných dílů",BEARINGS,TOO LOOSE/FLEXIBLE,WHEEL BEARINGS,6.0,452.96,"COMPLAIN  Noise from the front axle CAUSE  Inspection of the front axle - excessive clearance of the front bearings was detected 
corrections CORRECTION  Replaced defective parts","{'Defective Component': 0.22929152846336365, 'Number of Parts Replaced': 0.2124098688364029, 'Defective Part': 0.19071269035339355, 'Type of Failure': 0.12163765728473663, 'Cause of Failure: Material Issue': 0.09136787801980972, 'Cause of Failure: Design Flaw': 0.06539295613765717, 'Cause of Failure: Human Error': 0.04926852136850357, 'Total Cost Incurred': 0.03991882503032684}",0,0,1,0,0,0,0,0,0,0,0
 INCIDENT ACRO DEMENAGEMENT. VOYANT MOTEUR.  CAUSE COURT-CIRCUIT CAPTEUR NOX AVAL  SOLUTION CTRL ET EFFAC DES DEFAUTS. CTRL CIRCUIT ELECTRIQUE ET CAPTEUR. REMPLACEMENT CAPTEUR NOX AVAL. ESSAI.,NOX DETECTION SENSOR,SHORT CIRCUIT,SENSOR,2.0,242.89, INCIDENT  ACRO MOVING. ENGINE LIGHT.  CAUSE  DOWNSTREAM NOX SENSOR SHORT CIRCUIT   SOLUTION CTRL AND CLEAR DEFAULTS. CTRL ELECTRICAL CIRCUIT AND SENSOR. REPLACEMENT OF DOWNSTREAM NOX SENSOR. ESSAY.,"{'Type of Failure': 0.19170494377613068, 'Defective Component': 0.16682350635528564, 'Cause of Failure: Material Issue': 0.15400967001914978, 'Number of Parts Replaced': 0.14189966022968292, 'Defective Part': 0.13831622898578644, 'Cause of Failure: Design Flaw': 0.11228861659765244, 'Total Cost Incurred': 0.05062434822320938, 'Cause of Failure: Human Error': 0.04433296620845795}",0,0,1,0,0,0,0,0,0,0,0
"RECLAMO REVISAR FALLO DE MOTOR, DA TIRONES CAUSA REVISAR FALLO CON UDT, VERIFICAR INSTALACIÓN ELECTRICA DE 
MOTOR Y BOBINAS. SOLUCION BOBINAS DE CILINDROS 1 Y 3 RAJADAS. 
SUSTITUIR BOBINAS.",IGNITION COIL,DEFECTIVE CONTACTS,IGNITION COIL,2.0,336.73,"CLAIM  CHECK ENGINE FAILURE, IT JACKS  CAUSE CHECK FAULT WITH UDT, VERIFY ELECTRICAL INSTALLATION OF 
MOTOR AND COILS. SOLUTION  CRACKED CYLINDER COILS 1 AND 3. 
REPLACE COILS.","{'Number of Parts Replaced': 0.20965823531150818, 'Type of Failure': 0.20747801661491394, 'Defective Component': 0.14590764045715332, 'Defective Part': 0.13401225209236145, 'Cause of Failure: Material Issue': 0.10788066685199738, 'Cause of Failure: Design Flaw': 0.0891190618276596, 'Total Cost Incurred': 0.06147031858563423, 'Cause of Failure: Human Error': 0.0444738045334816}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT Shaking mirrors while driving CAUSE New vehicle, no sign of damage, trembling mirrors as a result of a 
mechanical internal defect. See attached video CORRECTION replacing 2 cab rearview mirrors",CAB REARVIEW MIRROR,DEFECT,REAR MIRROR LEFT,2.0,272.46,"COMPLAINT Shaking mirrors while driving CAUSE New vehicle, no sign of damage, trembling mirrors as a result of a 
mechanical internal defect. See attached video CORRECTION replacing 2 cab rearview mirrors","{'Defective Component': 0.22902743518352509, 'Type of Failure': 0.1805628538131714, 'Defective Part': 0.15256938338279724, 'Number of Parts Replaced': 0.1243618056178093, 'Cause of Failure: Material Issue': 0.1176624521613121, 'Cause of Failure: Human Error': 0.0963950902223587, 'Cause of Failure: Design Flaw': 0.07132235169410706, 'Total Cost Incurred': 0.02809860184788704}",0,0,1,0,0,0,0,0,0,0,0
REKL Handbremshub ungenügend GRUND Handbremsseil hinten rechts war gerissen KORRECTUR Austausch Handbremsseil hinten rechts,REAR CABLE,CRACKED,HAND BRAKE CABLE,2.0,54.42,REKL  Handbrake stroke insufficient  REASON Rear right handbrake cable was torn  CORRECTION Replacement of rear right handbrake cable,"{'Number of Parts Replaced': 0.1974746733903885, 'Type of Failure': 0.1916491687297821, 'Defective Component': 0.15072675049304962, 'Defective Part': 0.14638938009738922, 'Cause of Failure: Material Issue': 0.10911770164966583, 'Cause of Failure: Human Error': 0.081021249294281, 'Cause of Failure: Design Flaw': 0.06356844305992126, 'Total Cost Incurred': 0.060052596032619476}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT AdBlue warning. CAUSE Short circuit in the heater at AdBlue pipe. CORRECTION Investigated reported fault. Carried out a diagnostic check - found faults for 
the AdBlue system. Checked wiring and plug connector - OK. Replaced 
AdBlue delivery pipe. Cleared faults, tested the system - OK.",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,173.813953,"COMPLAINT AdBlue warning. CAUSE Short circuit in the heater at AdBlue pipe. CORRECTION Investigated reported fault. Carried out a diagnostic check - found faults for 
the AdBlue system. Checked wiring and plug connector - OK. Replaced 
AdBlue delivery pipe. Cleared faults, tested the system - OK.","{'Type of Failure': 0.19255569577217102, 'Defective Component': 0.17106013000011444, 'Number of Parts Replaced': 0.1444322168827057, 'Defective Part': 0.13531765341758728, 'Cause of Failure: Material Issue': 0.12511754035949707, 'Cause of Failure: Design Flaw': 0.09868355840444565, 'Total Cost Incurred': 0.06914030760526657, 'Cause of Failure: Human Error': 0.06369291245937347}",0,0,1,0,0,0,0,0,0,0,0
"RECLAMO RUIDO EN RUEDA TRASERA DERECHA CAUSA ROTURA PINZA DE FRENO SOLUCION PINZA DE FRENO GRIPADA SUSTITUCIéN DE LA PINZA Y 
SUSTITUCIéN DE LAS PASTILLAS DEL EJE TRASERO PURGADO DE 
LA PINZA Y TENSAR EL FREN O DE MANO",BRAKE CALIPER,BREAK,BRAKE SADDLE,3.0,409.23,"CLAIM  NOISE IN RIGHT REAR WHEEL CAUSE  BROKEN BRAKE CALIPER  SOLUTION CALIPER BRAKE GRIP REPLACEMENT OF THE CALIPER AND 
REPLACEMENT OF THE REAR AXLE PADS BLEEDING 
THE CALIPER AND TENSION THE HANDBRAKE","{'Number of Parts Replaced': 0.19485028088092804, 'Type of Failure': 0.17103929817676544, 'Defective Component': 0.14897356927394867, 'Cause of Failure: Material Issue': 0.1347389966249466, 'Defective Part': 0.12171574681997299, 'Cause of Failure: Human Error': 0.08098455518484116, 'Total Cost Incurred': 0.07918767631053925, 'Cause of Failure: Design Flaw': 0.06850983202457428}",0,0,1,0,0,0,0,0,0,0,0
"SKARGA ŚWIECI INFORMACJA SPRAWDZ SILNIK, KONTROLKA ADBLUE CPRZ ELEKTRYCZNE, WEWNERTZNE USZKODZENIE CZUJNIKA NOX 
ZA SCR KORECTA WYMIANA CZUJNIKA NOX",NOX DETECTION SENSOR,DEFECT,SENSOR,1.0,217.593684,"COMPLAINT  INFORMATION IS ON CHECK ENGINE, ADBLUE INDICATOR  CPRZ ELECTRICAL, INTERNAL NOX SENSOR DAMAGE 
FOR SCR CORRECTION  REPLACING THE NOX SENSOR","{'Defective Component': 0.2792811691761017, 'Defective Part': 0.215977281332016, 'Type of Failure': 0.14673133194446564, 'Cause of Failure: Material Issue': 0.1168762594461441, 'Number of Parts Replaced': 0.08548226952552795, 'Cause of Failure: Design Flaw': 0.0735853910446167, 'Total Cost Incurred': 0.044203173369169235, 'Cause of Failure: Human Error': 0.03786315396428108}",0,0,1,0,0,0,0,0,0,0,0
SKARGA WYCIEK PALIWA Z UK ADU PALIWOWEGO CPRZ b·ad pod·aczenia przewodu paliwowego KORECTA wymiana przewodu paliwa,PUMP TO FILTER PIPE,DEFORMED,FUEL LINE,1.0,54.865263,COMPLAINT  FUEL LEAK FROM FUEL SYSTEM  CPRZ fuel line connection error  CORRECTION  fuel line replacement,"{'Type of Failure': 0.28010714054107666, 'Defective Component': 0.14866788685321808, 'Number of Parts Replaced': 0.1379101574420929, 'Defective Part': 0.13428673148155212, 'Cause of Failure: Material Issue': 0.10358307510614395, 'Cause of Failure: Human Error': 0.07141626626253128, 'Total Cost Incurred': 0.06230013445019722, 'Cause of Failure: Design Flaw': 0.06172863766551018}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT WIRING HANGING DOWN BY PEDALS CAUSE CAB WIRING INSECURE CORRECTION REMOVE LOWER DASH TRIMS FOR ACCESS, CORRECTLY ROUTE 
AND SECURE CAB WIRING
ECONOMY FOR SECURE WIRING",CAB LOOM,LOOSE RETAINER,DASHBOARD WIRING,0.0,91.83908,"COMPLAINT WIRING HANGING DOWN BY PEDALS CAUSE CAB WIRING INSECURE CORRECTION REMOVE LOWER DASH TRIMS FOR ACCESS, CORRECTLY ROUTE 
AND SECURE CAB WIRING
ECONOMY FOR SECURE WIRING","{'Defective Component': 0.1858593225479126, 'Type of Failure': 0.18332357704639435, 'Defective Part': 0.14022600650787354, 'Cause of Failure: Material Issue': 0.13840407133102417, 'Cause of Failure: Human Error': 0.10277552157640457, 'Cause of Failure: Design Flaw': 0.09696941822767258, 'Number of Parts Replaced': 0.09245464205741882, 'Total Cost Incurred': 0.05998741835355759}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT ENGINE NOISE CAUSE BAD CONTACT TO N02, CAUSING DIESEL KNOCK CORRECTION CHECK VIA UDT FAULT, ,REPAIR DRY JIONT ON INJECTOR WIRING 
HARNESS, NO REPAIR CODE- USED EXTAR LABOUR",ENG.CONTR.UNIT CABLES,DEFECTIVE CONTACTS,MOTOR HARNESS,0.0,57.997691,"COMPLAINT ENGINE NOISE CAUSE BAD CONTACT TO N02, CAUSING DIESEL KNOCK CORRECTION CHECK VIA UDT FAULT, ,REPAIR DRY JIONT ON INJECTOR WIRING 
HARNESS, NO REPAIR CODE- USED EXTAR LABOUR","{'Type of Failure': 0.20698457956314087, 'Defective Component': 0.15172743797302246, 'Defective Part': 0.14817088842391968, 'Number of Parts Replaced': 0.13475434482097626, 'Cause of Failure: Design Flaw': 0.10941356420516968, 'Cause of Failure: Material Issue': 0.10743090510368347, 'Cause of Failure: Human Error': 0.08495140075683594, 'Total Cost Incurred': 0.056566908955574036}",0,0,1,0,0,0,0,0,0,0,0
"SKARGA SZUMY DUDNIENIA W PRZEDNICH KOŁACH CPRZ LUZ NA ŁOŻYSKACH PIAST PRZEDNICH KÓŁ KORECTA WYMIANA ŁOŻYSK PIAST PRZEDNICH KÓŁ
PODCZAS WYMIANY ŁOŻYSK ZAUWAŻONO PRZYTARTY CZUJNIK 
ABS PRZEDNIEGO LEWEGO KOŁA SPOWODOWANE LUZEM NA 
ŁOŻYSKU - WYMIANA CZUJNIKA ABS",BEARINGS,TOO LOOSE/FLEXIBLE,WHEEL BEARINGS,10.0,400.713645,"COMPLAINT  RUMBLING NOISES FROM FRONT WHEELS  CPRZ PLAY IN FRONT WHEEL HUB BEARINGS CORRECTION  REPLACEMENT OF FRONT WHEEL HUB BEARINGS
WHILE REPLACING THE BEARINGS, A BROKEN SENSOR WAS NOTICED 
FRONT LEFT WHEEL ABS DUE TO LOOSE ON 
BEARING - ABS SENSOR REPLACEMENT","{'Type of Failure': 0.18142010271549225, 'Defective Component': 0.1565096378326416, 'Number of Parts Replaced': 0.15496006608009338, 'Defective Part': 0.1412375569343567, 'Cause of Failure: Material Issue': 0.10338891297578812, 'Cause of Failure: Human Error': 0.09445293247699738, 'Cause of Failure: Design Flaw': 0.08845870196819305, 'Total Cost Incurred': 0.07957205921411514}",0,0,1,0,0,0,0,0,0,0,0
 SKARGA Gwizdy podczas przyspieszania.  CPRZ Samoczynne pekniecie od wstrzasow rury dolotowej za filtrem powietrza.  KORECTA Wymiana rury dolotowej za filtrem powietrza,AIR CLEANER DUCTS,CRACKED,FILTER HOSE,1.0,65.391499, COMPLAINT  Whistling when accelerating.  CPRZ  Spontaneous cracking of the intake pipe behind the air filter due to shocks.  CORRECTION  Replacing the intake pipe behind the air filter,"{'Type of Failure': 0.22859781980514526, 'Defective Component': 0.1661335825920105, 'Defective Part': 0.1626972258090973, 'Number of Parts Replaced': 0.15797549486160278, 'Cause of Failure: Human Error': 0.08278950303792953, 'Cause of Failure: Material Issue': 0.07815235108137131, 'Cause of Failure: Design Flaw': 0.07174450904130936, 'Total Cost Incurred': 0.05190952122211456}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT Customer claims about coolant leak under the bus CAUSE After vehicle inspection was identified that one of coolant pipes clamp is 
cracked CORRECTION Replace it, retighten pipe - economy",WATER LINE TO HEAT EXCH.,CRACKED,INSTRUCTION,1.0,69.02,"COMPLAINT Customer claims about coolant leak under the bus CAUSE After vehicle inspection was identified that one of coolant pipes clamp is 
cracked CORRECTION Replace it, retighten pipe - economy","{'Number of Parts Replaced': 0.18509213626384735, 'Type of Failure': 0.18374626338481903, 'Defective Component': 0.15442483127117157, 'Cause of Failure: Material Issue': 0.15113413333892822, 'Defective Part': 0.1394108086824417, 'Total Cost Incurred': 0.06244799867272377, 'Cause of Failure: Human Error': 0.0621841698884964, 'Cause of Failure: Design Flaw': 0.06155966594815254}",0,0,1,0,0,0,0,0,0,0,0
"REKL MOTOR WIRD UNTER LAST HEISS. GRUND VISKOLÜFTER HAT ELEKTRISCHEN DEFEKT. KORRECTUR FEHLERSUCHE, VISKOLÜFTER ERNEUERN.",FAN,SHORT CIRCUIT,VENTILATOR CONTRO,8.0,905.28,"REKL  ENGINE GETS HOT UNDER LOAD. REASON  VISCOUS FAN HAS ELECTRICAL DEFECT. CORRECTION  TROUBLESHOOTING, REPLACE VISCOUS FAN.","{'Defective Component': 0.278457909822464, 'Defective Part': 0.21016722917556763, 'Type of Failure': 0.1481461375951767, 'Number of Parts Replaced': 0.10767972469329834, 'Cause of Failure: Material Issue': 0.08048079907894135, 'Cause of Failure: Design Flaw': 0.0724499374628067, 'Cause of Failure: Human Error': 0.05493980273604393, 'Total Cost Incurred': 0.047678425908088684}",0,0,1,0,0,0,0,0,0,0,0
REKL PANNENFAHRT STRASSHOF 15km GRUND PANNENFAHRT STRASSHOF 15km KORRECTUR PANNENFAHRT STRASSHOF 15km,ANS 24 HOURS,DOWNTIME,HOOD WIRING,0.0,63.0,REKL  BREAKDOWN DRIVE STRASSHOF 15km  REASON BREAKDOWN DRIVE STRASSHOF 15km  CORRECTION  BREAKDOWN TRIP STRASSHOF 15km,"{'Type of Failure': 0.21974314749240875, 'Number of Parts Replaced': 0.20588988065719604, 'Defective Part': 0.12370020151138306, 'Defective Component': 0.11981537938117981, 'Total Cost Incurred': 0.09374857693910599, 'Cause of Failure: Material Issue': 0.09110982716083527, 'Cause of Failure: Human Error': 0.07906945794820786, 'Cause of Failure: Design Flaw': 0.06692352145910263}",0,0,1,0,0,0,0,0,0,0,0
