Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Extracted_Entities
PIPES,BREAK,HOSE,6.0,235.98," REKL  CHECK ENGINE LIGHT ORANGE IN DISPLAY   REASON HOSES TORN FROM DIFFERENTIAL PRESSURE SENSOR   CORRECTION  READ/DELETE ERROR MEMORY TROUBLESHOOTING WORK PIPES FROM DIFFERENTIAL PRESSURE SENSOR TORN, BOTH REPLACED","[('SENSOR', 'DEFECTIVE_PART'), ('CORRECTION', 'PERSON'), ('SENSOR', 'DEFECTIVE_PART')]"
GROUND LEAD,DEFECTIVE CONTACTS,HOOD WIRING,0.0,32.8," INCIDENT  DISENGAGING THE ELECTRIC BRAKE   CAUSE FAULTY CONTACT OF TELMA MASSES   SOLUTION  ""CHECK EFFICIENCY GROUND CABLESCHECK EFFICIENCY ELECTRICAL SYSTEM CONNECTION CONTACTSTEST OK""",[]
OIL DELIVERY PIPES,OIL LEAKS,OIL LINE,2.0,257.6,"REKL  OIL LOSS CHECK ENGINE  REASON OIL LOSS CHECK ENGINE: OIL PRESSURE LINE 
DEFECT/OIL LEAK CORRECTION  OIL LOSS CHECK ENGINE: OIL PRESSURE LINE 
DEFECTIVE/OIL LEAK. DAMAGE FINDINGS DETERMINED, 
DEFECTIVE CABLE REPLACED. èLSTAND TESTED/SUPPLEMENTED AND 
AREA CLEANED","[('LEAK CORRECTION', 'PERSON'), ('LEAK', 'PERSON'), ('DAMAGE FINDINGS DETERMINED', 'PERSON'), ('DEFECTIVE CABLE', 'ORG'), ('èLSTAND', 'ORDINAL'), ('CLEANED', 'ORG')]"
BEARINGS,DEFORMED,WHEEL BEARINGS,14.0,906.05,REKL  1st axle wheel bearing play too large  REASON 1st axle wheel bearing play too large  CORRECTION  1st axle wheel bearing replaced,"[('REKL', 'ORG'), ('1st', 'ORDINAL'), ('1st', 'ORDINAL'), ('CORRECTION', 'GPE'), ('1st', 'ORDINAL')]"
PRESSURE SENSOR,INCORRECT PRESSURE,DPF PRESSURE SENSOR,1.0,336.28," REKL  PARTICLE FILTER FAULT BEF INST   REASON EXHAUST PRESSURE SENSOR DEFECTIVE   CORRECTION  EXHAUST PRESSURE SENSOR RENEWED, SEVERAL REGENERATIONS REQUIRED, PARTICLE AMOUNT TOO HIGH","[('SENSOR', 'DEFECTIVE_PART'), ('DEFECTIVE', 'PERSON'), ('CORRECTION', 'PERSON'), ('SENSOR', 'DEFECTIVE_PART'), ('PARTICLE', 'ORG')]"
ANS 24 HOURS,DOWNTIME,CATALYTIC SILENCER,0.0,440.0, COMPLAINT  BREAKDOWN SERVICE PARNDORF KM 80  ORDER CUSTOMER SERVICE 8001750484   CAUSE FZG NO POWER   CORRECTION PERFORM ASSEMBLY ; DETERMINE DAMAGE ON SITE,"[('COMPLAINT', 'ORG'), ('8001750484', 'CARDINAL'), ('CORRECTION PERFORM ASSEMBLY', 'ORG')]"
PARTICULATE TRAP,BREAK,GASKET,5.0,114.04,"DAMAGE TYPE  ENGINE VENT WITH NOISE AT HIGH ENGINE SPEED  CAUSE PARTICULATE ASSET SEAL BREAKAGE. 
DISASSEMBLY TO REPLACE DAMAGED RING CORRECTION  REPLACING THE GASKET","[('NOISE', 'TYPE_OF_FAILURE')]"
PARTICULATE TRAP,BLOCKAGE,CATALYTIC SILENCER,6.0,1632.767336," COMPLAINT  ENGINE AND AUTO OSLABLO LIGHT IS ON   CPRZ INSTALLATION INSPECTION, ELEMENTS, DPF ERRORS. EDC UPDATE ACCORDING TO KA000005702. DPF BLOCKED  CORRECTION  QUESTIONNAIRE. DPF REPLACEMENT","[('COMPLAINT  ENGINE', 'ORG'), ('ELEMENTS', 'ORG'), ('DPF ERRORS', 'ORG'), ('BLOCKED', 'PERSON'), ('CORRECTION', 'PERSON'), ('QUESTIONNAIRE', 'ORG'), ('DPF REPLACEMENT', 'ORG')]"
BEARINGS,DEFORMED,WHEEL BEARINGS,1.0,58.591228,"TEMPERATURE  Noise coming from the rear of the vehicle, check  WHY During the inspection, it was determined that the rear left wheel bearing was leaking oil. 
The bearing is broken CONSTRUCTION  The rear left hub bearing of the vehicle was changed and the repair was completed.","[('Noise', 'TYPE_OF_FAILURE')]"
AIR FLOW MEASURING UNIT,LOW OUTPUT/EFFICIENCY,METER AIR FLOW,1.0,147.28," COMPLAINT LIMITED ENGINE POWER   CPRZ AIR FLOW METER ERROR IN THE CONTROL PAD   CORRECTION  TESTS ACCORDING TO PROCEDURES, FLOW METER REPLACEMENT","[('COMPLAINT LIMITED ENGINE POWER   ', 'ORG')]"
OIL SUMP GASKETS,DEFECT,SHAFT SEAL,1.0,102.59,DAMAGE TYPE  ENGINE OIL LEAK IN PAN CAUSE  DEFECTIVE GASKET  CORRECTION REPLACING THE ENGINE OIL PAN GASKET.,"[('LEAK', 'ORG'), ('PAN', 'ORG'), ('PAN GASKET', 'ORG')]"
ROCKER TOP COVER,SEIZURE,RUBBER PLUG,3.0,12.364211,"COMPLAINT  VIBRATION OF THE UPPER ENGINE COVER  CPRZ material defect, worn out sockets for mounting the upper engine cover  CORRECTION  replacement of the upper engine cover mounting sockets","[('COMPLAINT', 'ORG'), ('material', 'CAUSE_OF_FAILURE'), ('CORRECTION', 'PERSON')]"
NOX DETECTION SENSOR,DEFECT,NOX SENSOR,1.0,287.61,"REKL  EDC light burns  REASON Error memory read and evaluated - error NOX sensor before cat 
defective CORRECTION  NOX sensor replaced","[('EDC', 'ORG'), ('NOX', 'ORG'), ('sensor', 'DEFECTIVE_PART'), ('CORRECTION', 'PERSON'), ('NOX', 'ORG'), ('sensor', 'DEFECTIVE_PART')]"
ANS 24H RECOVERY CHARGE,DOWNTIME,HYDRAULIC LINE,6.0,227.8," COMPLAINT  TOW IN VEHICLE  DUE TO PIP 43T / LEAD BURST, HIGH LOSS OF OIL / SYSTEM COMPLETELY EMPTY  ORDER CUSTOMER SERVICE 800 1779550   CAUSE  FZG TOWING  DUE TO PIP 43T / LEAD BURST, HIGH LOSS OF OIL / SYSTEM COMPLETELY EMPTY  ORDER CUSTOMER SERVICE 8001 779550   CORRECTION TOW IN VEHICLE  BURST DUE TO PIP 43T / LEITG HIGH LOSS OF OIL / SYSTEM COMPLETELY EMPTY  ORDER CUSTOMER SERVICE 800 1779550","[('COMPLAINT  TOW', 'ORG'), ('43', 'CARDINAL'), ('1779550', 'DATE'), ('CAUSE', 'ORG'), ('43', 'CARDINAL'), ('8001 779550   ', 'DATE'), ('43', 'CARDINAL'), ('800 1779550', 'DATE')]"
RADIATOR SLEEVES,WATER LEAKS,WATER HOSE,4.0,275.8, REKL  Check cooling water loss   REASON Coolant hoses scrubbed   CORRECTION  Coolant hoses replaced,"[('CORRECTION  Coolant', 'ORG')]"
MULTI-CONDUCTOR PLUG,DEFECT,WIRE/CABLE,1.0,106.76,"REKL  Trailer socket defective, lighting on trailer defective  REASON Socket defective, corroded  CORRECTION  Replace socket","[('REKL', 'ORG'), ('CORRECTION  Replace', 'ORG')]"
PROP.SHAFT GEAR/B TO RA,BLOCKAGE,SLIDING PROP.SHAFT,1.0,1011.729307,"COMPLAINT  VIBRATIONS TRANSMITTED TO THE BODY WHILE DRIVING FROM 
SPEEDS 0K 80 KM/H CPRZ  LOCKED AND SEALED DRIVE SHAFT CROSS  CORRECTION REPLACEMENT OF DRIVE SHAFT","[('COMPLAINT', 'ORG')]"
ENG HOOD WIRING HARNESS,SHORT CIRCUIT,HOOD WIRING,9.0,3237.23, INCIDENT  NO INDICATOR+HEADLIGHT+LEFT SIDE DAYLIGHT DOES NOT WORK  CAUSE POWER/GROUND/FUSE CTRL= >HARNESS CONNECTOR ON AVG BRULã OPTICAL (SHORT CIRCUIT)  SOLUTION  D/R FRONT FACE+WIPER LINKAGE+DASHBOARD+DRAIN LR FOR DEP EXPANSION TANK +DEP WINDSHIELD WASHER Jug => REPLACEMENT OF THE ELECTRICAL HARNESS + AVG OPTICAL. HEADLIGHT ADJUSTMENT AND TEST => OK,"[('CAUSE POWER/GROUND/FUSE CTRL= >HARNESS CONNECTOR ON AVG BRULã OPTICAL', 'ORG'), ('CIRCUIT', 'ORG')]"
OXYGEN SENSOR,SHORT CIRCUIT,SENSOR,2.0,115.39, INCIDENT  ENGINE LIGHT + POLLUTION DISPLAY ON DASHBOARD   CAUSE SHORT LAMBDA SENSOR CIRCUIT   SOLUTION  SCR DIAGNOSTIC + LAMBDA PROBE REPLACEMENT + TEST OK,"[('DASHBOARD', 'ORG'), ('SENSOR', 'DEFECTIVE_PART')]"
OXYGEN SENSOR,LOW OUTPUT/EFFICIENCY,SENSOR,1.0,93.487719,"TEMPERATURE  THERE IS A FAILURE ON THE SCREEN. FROM WHERE  DURING THE SERVICE CHECK, THE INTERIOR OF THE VEHICLE'S LAMBDA SENSOR 
JOINING FROM THE WIRING SECTION AND WARNING LAMP 
IT WAS OBSERVED THAT IT WAS BURNED. PROCEDURE  CHANGED. FAILURE HAS BEEN FIXED.","[('SENSOR', 'DEFECTIVE_PART'), ('FAILURE', 'ORG')]"
TEMPERATURE SENSOR,SHORT CIRCUIT,SENSOR,2.0,60.29, INCIDENT  LOSS OF VEHICLE POWER   CAUSE DOWNSTREAM TEMPERATURE SENSOR SHORT CIRCUIT COMPONENT SENSOR REPLACEMENT  SOLUTION  FILE ANS 8001891295VL ARRIVES DIRECTLY AT THE DEALERSHIP COMPLAINTS OF A LOSS OF POWER AT 30 KM/HOURREADING FAULT CODES DOWNSTREAM TEMPERATURE SENSOR DEFAULTREPLACEMENT OF COMPONENT SENSOREASY TEST ROAD TEST,"[('VEHICLE POWER', 'ORG'), ('SENSOR', 'DEFECTIVE_PART'), ('SENSOR', 'DEFECTIVE_PART'), ('FILE ANS', 'ORG'), ('30', 'CARDINAL'), ('KM', 'ORG'), ('SENSOR', 'DEFECTIVE_PART')]"
RADIATOR,BREAK,WATER RADIATOR,10.0,510.83,COMPLAINT  10-CHECK WATER LEAK IN THE EGR  CAUSE FITTING SCREW WITH BREAK  CORRECTION  to replace,"[('COMPLAINT', 'ORG'), ('EGR', 'ORG')]"
ELECTRIC ACTUATOR,BREAK,KIT,1.0,1367.53,DAMAGE TYPE  PARKING BRAKE LIGHT ALWAYS ON CAUSE  ACTUATOR BREAKAGE  CORRECTION ACTUATOR REPLACEMENT,[]
BREATHER PIPING,NOT ASSEMBLED,SUCTION LINE,3.0,104.8,REKL  Crankcase ventilation line missing  REASON Cable is missing and was not installed  CORRECTION  Reinstall ventilation line,"[('CORRECTION', 'PERSON')]"
MODULATING SOL.VALVE,DEFECT,ELECTROVALVE,1.0,98.53915, COMPLAINT  ENGINE LIGHT - LIMITED POWER AND SPEED   CPRZ DAMAGED VGT CONTROL VALVE   CORRECTION  REPLACEMENT OF VGT CONTROL VALVE,"[('COMPLAINT  ENGINE LIGHT - LIMITED POWER', 'ORG'), ('CORRECTION', 'GPE')]"
LOCK,DEFORMED,DOOR LOCK,12.0,171.02, REKL  SLIDING DOOR DOES NOT CLOSE PROPERLY   REASON TOP LOCK KNOCKED OUT   CORRECTION  REPLACED,[]
PARTICULATE SENSOR,SHORT CIRCUIT,PM SENSOR,1.0,311.77," DAMAGE TYPE  LIGHT ON AND EXCESSIVE SMOKE   CAUSE PM SENSOR   CORRECTION OPEN THD 106239743, S-R PARTICULATE FOR CHECK AS PER THD INDICATIONS - PM SENSOR REPLACEMENT","[('SENSOR', 'DEFECTIVE_PART'), ('106239743', 'DATE'), ('SENSOR', 'DEFECTIVE_PART')]"
CATALYZER,LOW OUTPUT/EFFICIENCY,CATALYTIC SILENCER,2.0,350.364211,"COMPLAINT  dpf indicator CPRZ  error 0012af - incorrect operation of the dpf filter, dpf should be replaced according to the procedure 
etim CORRECTION  diagnostics, dpf replacement - long repair time due to lack 
dpf on warehouse sleigh (VOR order)","[('COMPLAINT', 'ORG'), ('VOR', 'ORG')]"
CATALYZER,DEFECT,CATALYTIC SILENCER,9.0,685.7,"COMPLAIN  the engine light is on CAUSE  defective other parts of exhaust pipe SCRof (DPF+SCR in one)  CORRECTION  fault diagnosis, exhaust pipe tightness check, check 
PM sensor wiring, replacement and conversion of SCRof (DPF+SCR v 
once), test drive after repair approx. 50 km, THD 107666865","[('CAUSE', 'ORG'), ('one', 'CARDINAL'), ('CORRECTION', 'PERSON'), ('sensor', 'DEFECTIVE_PART'), ('50 km', 'QUANTITY'), ('107666865', 'DATE')]"
CROWN WHEEL AND PINION,NOISE,BEVEL DRIVE,1.0,1797.206316,"COMPLAINT  NOISE FROM THE REAR BRIDGE  CPRZ EXCESSIVE PLAY ON THE INPUT ROLLER DAMAGED THE PLATES AND 
SATELLITES CORRECTION  MECH DEMOTAZING. DIFFERENTIAL FAULT VERIFICATION, SURVEY 
REPLACEMENT OF THE BRIDGE BLEEDING THE SYSTEM DRIVING TEST","[('COMPLAINT', 'ORG'), ('NOISE', 'TYPE_OF_FAILURE')]"
ELECTRIC ACTUATOR,"CONTROL,VERIFICATION",KIT,0.0,352.6,"REKL  Handbrake partially not working  REASON Troubleshooting actuators  CORRECTION  Diagnosis carried out and error memory checked. Mistake 
Handbrake checked. Troubleshooting and processing 
KA000005503 carried out. Wiring actuators 
controlled. Handbrake function check carried out.","[('REKL  Handbrake', 'ORG'), ('CORRECTION', 'PERSON'), ('KA000005503', 'PRODUCT')]"
ROCKER TOP COVER,TOO LOOSE/FLEXIBLE,RUBBER PLUG,3.0,13.381053, COMPLAINT  LOOSE ENGINE TOP COVER; EXCESSIVE PLAY IN COVER FITTINGS; REPLACEMENT OF COVER CONNECTORS  CPRZ  LOOSE ENGINE TOP COVER; EXCESSIVE PLAY IN COVER FITTINGS; REPLACEMENT OF COVER FITTINGS  CORRECTION  LOOSE ENGINE TOP COVER; EXCESSIVE PLAY IN COVER FITTINGS; REPLACEMENT OF COVER FITTINGS,"[('COMPLAINT  LOOSE ENGINE', 'ORG'), ('COVER CONNECTORS  CPRZ  LOOSE ENGINE', 'PERSON')]"
ACC SENSOR,INCORRECT ADJUSTMENT,SENSOR,0.0,46.7651," COMPLAINT  ON CURNS WHEEL BLOCKING, RADAR TURNED OFF   CPRZ FACTORY FACTORY SETUP OF RADAR, B READING DY  CORRECTION  RADAR ADJUSTMENT AND CALIBRATION","[('COMPLAINT', 'ORG'), ('RADAR TURNED OFF   CPRZ FACTORY FACTORY SETUP OF RADAR', 'ORG')]"
ALTERNATOR ASSEMBLY,BREAK,ALTERNATOR,5.0,954.815014,"COMPLAIN  knocking from engine CAUSE  pulley on generator has broken off and has destroyed belts and 
belt tensioners/wheels CORRECTION  fault finding on the engine bank and removal of broken bits from 
engine compartment 1 hour e-time, generator, belt tensioners and wheels, as well 
belts replaced - dossier 8001774343","[('CAUSE', 'ORG'), ('1 hour', 'TIME'), ('8001774343', 'CARDINAL')]"
CLUTCH SYS TANK AND PUMP,CAGE COLLAPSE,KIT-HYDRAULIC CYL,1.0,74.4044,"TEMPERATURE  CLUTCH PEDAL STAYS PRESSED  WHY CLUTCH CENTER OF THE VEHICLE IN CHECKS PERFORMED ON THE VEHICLE 
THIS IS A CRACKING INSIDE THE CAGE OF THE FIBER HEAD 
THE PEDAL REMAINS PRESSED BECAUSE THERE IS A GAP FOR THIS REASON. 
IT WAS DETECTED AND THE FAILURE WAS FIXED BY INSTALLED A NEW CENTER TO THE VEHICLE.  CLUTCH CENTER CHANGED","[('FIBER', 'ORG'), ('VEHICLE', 'ORG'), ('CLUTCH CENTER', 'ORG')]"
TURBO CHARGER,DEFECT,VARIAB.GEOM.TURBINE,10.0,1671.76,"COMPLAINT  turbo error message CAUSE  turbo  CORRECTION after extensive testing and test drives error found turbo, replaced turbo 
and all supply and supply lines checked and replaced, Economy = 
guided procedure + search + testing, testing after repair (ok)","[('COMPLAINT', 'ORG'), ('CAUSE', 'ORG')]"
BEARINGS,SEIZURE,WHEEL HUB SET,1.0,153.322807,"TEMPERATURE  noise coming from left front wheel  WHY The inner part of the front left hub bearing is disintegrated, resulting in jamming and making noise. 
is doing. PROCEDURE  front hub replaced.","[('noise', 'TYPE_OF_FAILURE'), ('noise', 'TYPE_OF_FAILURE')]"
BATTERY,SHORT CIRCUIT,BATTERY,1.0,387.51, REKL  VEHICLE WILL NO LONGER START   REASON BATTERY DEFECTIVE   CORRECTION  BATTERY RENEWED,"[('VEHICLE', 'ORG'), ('RENEWED', 'ORG')]"
BEARINGS,DEFECT,DIFFERENTIAL BEAR.,9.84,596.102909, COMPLAINT  rear axle noises   CAUSE WORN FINAL GEAR BEARINGS   CORRECTION  REPLACEMENT OF FINAL GEAR BEARINGS ACCORDING TO THE SURVEY RESULT,"[('COMPLAINT', 'ORG'), ('rear axle', 'ORG'), ('BEARINGS', 'DEFECTIVE_COMPONENT'), ('BEARINGS', 'DEFECTIVE_COMPONENT')]"
OIL LINE TO HEAT XCHANGER,BREAK,HYDRAULIC LINE,16.0,532.64,"COMPLAIN  WARNS OF GEARBOX FAILURES, OIL LEAKS UNDER 
CAR CAUSE  TROUBLESHOOTING, CHECKING DETECTS A BROKEN OIL LINE, 
DETERMINED INADEQUATE PRESSURE HOSES, DONE 
CHANGE 
HOSES, FILLING AND CHECKING GEARBOX OIL LEVEL, 
DELETING FAULT MEMORY, FUNCTIONAL CHECK AS WELL 
TRIAL RUN 
WITHOUT NOTE, CORRECTION  TROUBLESHOOTING, INSPECTION DETECTS BROKEN OIL LINE, 
DETERMINED INADEQUATE PRESSURE HOSES, DONE 
CHANGE 
HOSES, FILLING AND CHECKING GEARBOX OIL LEVEL, 
DELETING FAULT MEMORY, FUNCTIONAL CHECK AS WELL 
TRIAL RUN 
WITHOUT NOTE,","[('CAR CAUSE  TROUBLESHOOTING, CHECKING DETECTS A BROKEN OIL LINE', 'ORG'), ('CORRECTION  TROUBLESHOOTING', 'ORG')]"
HORN,DEFECT,HORN,1.0,30.97, DAMAGE TYPE  HORN DOES NOT WORK  CAUSE  DEFECTIVE HORN   CORRECTION HORN REPLACEMENT,"[('CAUSE', 'ORG')]"
ANS 24 HOURS,DEFECT,DELIVERY LINE,0.0,572.02,"Error  Call Dossier 8001828914  Reason Adblue alert and emergency mode  Correction  Call-out fee day time 1500,- driving is wu 241328,- 3187.20 driven 
122km7.70=939.40 NOK","[('8001828914', 'CARDINAL'), ('Correction  Call-out', 'ORG'), ('1500,-', 'CARDINAL'), ('241328,- 3187.20', 'DATE'), ('122km7.70=939.40', 'CARDINAL'), ('NOK', 'ORG')]"
ENGINE DRIVE CONTR.UNIT,NO WARNING,ECU-ENGINE,0.0,266.22," INCIDENT  ENGINE LIGHT ON WITH LOSS OF POWER   CAUSE MISSING CENTRAL ENGINE CONTROL INDICATION   SOLUTION  FILE YEARS: 8001639485. DIAG ECM VIA UDT, DTC:07EDE0-0F. APPLICATION PROCEDURE: 5006034701 (HB=0.5H), READING CLEARING TROUBLES. FORCED DPF REGENCRATION. 2ND READING AND CLEARING ECM FAULTS (HB=0.2H). PROCEDURE KA 5479 (HB=0.5H). REPROG ECM. 3RD CLEAR BREAK AFTER WORK (HB=0.2H).","[('INCIDENT  ENGINE', 'ORG'), ('8001639485', 'CARDINAL'), ('5006034701', 'DATE'), ('FORCED DPF REGENCRATION', 'ORG'), ('2ND', 'CARDINAL'), ('REPROG ECM', 'PERSON'), ('3RD', 'CARDINAL')]"
PIPES AD-BLUE,DEFECT,DELIVERY LINE,1.0,300.9,"COMPLAIN  ALERT FOR AD-BLUE CAUSE  DEFECTIVE AD-BLUE HOSE WITH HEAT  CORRECTION  NOTIFICATIONS FOR AD-BLUE
READ ERROR MESSAGES WITH UDT
ERROR ON AD-BLUE HOSE WITH HEAT
CHANGED AD-BLUE HOSE
DELETED ERROR MESSAGES AND TEST DRIVED --> OK",[]
"COLLARS,HOSES,SLEEVES",TOO LOOSE/FLEXIBLE,CLIP,0.0,6.183445,COMPLAINT  turbine whistles CPRZ  LOOSE INTERCOOLER FIXING BAND  CORRECTION  TIGHTENING THE INTERCOOLER BUSHING CLAMP A,"[('COMPLAINT', 'ORG'), ('CORRECTION', 'PERSON')]"
BREATHER BODY,DEFORMED,BREATHER,1.0,130.8,"DAMAGE TYPE  ENGINE OIL LEAKS CAUSE  ENGINE BREATHER DEFORMATION  CORRECTION REPLACING ENGINE BREATHER WITH S-R PIPE AUCTION 
ENGINE OIL LEVEL AND EXTERNAL ENGINE WASH UP 
VEHICLE","[('CAUSE', 'ORG'), ('VEHICLE', 'ORG')]"
ENG.OIL PRESSURE SWITCH,DEFECT,PRESSURE SWITCH,1.0,64.24, DAMAGE TYPE  ENGINE LIGHT COMES ON  CAUSE  DIAGNOSIS WITH EASY; INTERNAL FAULT DETECTED IN THE LOW ENGINE OIL PRESSURE SENSOR  CORRECTION  REPLACING THE LOW ENGINE OIL PRESSURE SENSOR,"[('INTERNAL FAULT DETECTED', 'ORG'), ('SENSOR', 'DEFECTIVE_PART'), ('SENSOR', 'DEFECTIVE_PART')]"
AD-BLUE UNIT PUMP MODULE,BLOCKAGE,TANK/RESERVOIR,2.0,1259.87,"DAMAGE TYPE  INDUCEMENT LIGHT AND ENGINE LIGHT WITH VEHICLE DOWNED  CAUSE PUMP AND INJECTOR BLOCKAGE FAILURE  CORRECTION  VEHICLE ASSISTANCE ON THE ROAD TO CHECK A FAULT -
AFTER AN INITIAL DIAGNOSIS HAS BECOME NECESSARY 
RECOVERY OF THE VEHICLE IN THE WORKSHOP - SYSTEM CHECK 
COMPLETE ELECTRICAL WIRING AND CONTROL UNITS - FAILURE 
AD-BLUE SYSTEM-FINDED AND AD-TANK REPLACED
BLUE COMPLETE WITH PUMP AND FAULTY INJECTOR FOR 
AD-BLUE CRYSTALISATION - REASSEMBLED EVERYTHING AND CHECK 
FINAL CORRECT OPERATION","[('INDUCEMENT', 'NORP'), ('PUMP', 'ORG'), ('CORRECTION', 'PERSON'), ('VEHICLE ASSISTANCE ON THE ROAD', 'ORG'), ('PUMP', 'ORG')]"
STARTER MOTOR ASSY,SHORT CIRCUIT,STARTER MOTOR,1.0,226.5,"COMPLAINT VEHICLE HAS DIFFICULTY IN STARTING ENGINE CAUSE CHECK EFFICIENCY OF WIRING TO BATTERY AND STARTER MOTOR. 
FOUND OK. REMOVE STARTER MOTOR AND CHECK OPERATION. 
FOUND VERY SLOW TURNING. INTERNAL OPEN CIRCUIT. CORRECTION CHECK EFFICIENCY OF WIRING TO BATTERY AND STARTER MOTOR. 
REMOVE AND REPLACE STARTER MOTOR. CHECK OPERATION OF 
REMOVED MOTOR. RECHECK STARTING OF ENGINE AFTER REPAIR. 
ALL OK.","[('COMPLAINT VEHICLE HAS DIFFICULTY IN STARTING ENGINE CAUSE CHECK EFFICIENCY OF WIRING TO BATTERY AND STARTER MOTOR', 'ORG'), ('CORRECTION CHECK EFFICIENCY OF WIRING TO BATTERY AND STARTER MOTOR', 'ORG'), ('REPAIR', 'ORG')]"
BODY COMPUTER,DEFECTIVE CONTACTS,ECU-BODY COMPUTER,2.0,451.78,"COMPLAIN  passenger door window cannot be opened  CAUSE BC unit failure  CORRECTION exchange a BC unit programming
ECONOMY: checking and measuring the wiring of the right-hand side window, 
fault finding","[('CAUSE BC', 'ORG'), ('CORRECTION exchange', 'ORG'), ('BC', 'ORG')]"
ENGINE DRIVE CONTR.UNIT,DEFECT,ECU-ENGINE,0.0,55.167784," COMPLAINT  ENGINE FAULT, POWER LIMITATION IS DISPLAYED   CPRZ IMPROPER OPERATION OF THE EDC CONTROL UNIT GENERATES MALFUNCTION OF THE SCR SYSTEM AND NO DPF AFTERCOMBURNING  CORRECTION  UDT DIAGNOSIS, DPF AFTER BURNING, REPAIR IN ACCORDANCE WITH KA5717","[('COMPLAINT  ENGINE FAULT', 'ORG'), ('DPF', 'PERSON')]"
CHASSIS NEAR FRONT AXLE,BREAK,CHASSIS FRAME,2.0,343.96," INCIDENT  RISK OF CHßSSIS RUPTURE ON 3T500 TRACTOR VEHICLE WITH ORIGINAL HITCH   CAUSE CHASSIS BREAKAGE NEAR E-AV   SOLUTION  INSTALLATION OF REINFORCEMENTS ON THE FRAME AT THE HITCH FIXING LEVEL, WPA 105928429.","[('FRAME', 'ORG'), ('THE HITCH FIXING LEVEL', 'ORG'), ('WPA 105928429', 'DATE')]"
NOX DETECTION SENSOR,DEFORMED,NOX SENSOR,1.0,239.825264, COMPLAINT  ENGINE LIGHT VERIFICATION   CPRZ INVALID RESISTANCE OF THE NOX PROBE BEFORE THE CATALYTIC CONVERTER   CORRECTION  REPLACEMENT OF A NEW NOX PROBE IN FRONT OF THE CATALYTIC CONVERTER,"[('COMPLAINT  ENGINE', 'ORG')]"
PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,158.729306," COMPLAINT  ADBLUE AND CHECK LIGHTS, LIMITS SPEED   CPRZ UDT.INST.ELE.HEATER ERROR ADBLUE.BURN HEATER  CORRECTION  ADBLUE CABLE REPLACEMENT","[('COMPLAINT', 'ORG')]"
SLIDING DOOR WHEEL,BREAK,SUPPORT,3.0,152.24,"COMPLAINT Sliding door can not move at all. CAUSE After sliding door inspection we found that sliding door central wheel was broken. During further inspection we found that sliding door top lock and sliding door cotter was broken as well. CORRECTION Sliding door central wheel, sliding door top lock and sliding door cotter replaced.","[('COMPLAINT Sliding', 'ORG'), ('CAUSE', 'ORG'), ('CORRECTION Sliding', 'ORG')]"
ANS 24 HOURS,MISCELLANEOUS,WATER HOSE,0.0,121.6, TYPE DAMAGE  ... DOSSIER CLIENT CENTER NUM.8001636761   CASE ... DOSSIER CLIENT CENTER NUM. 8001636761   CORRECTION   ... DOSSIER CLIENT CENTER NUM.8001636761,"[('8001636761', 'DATE')]"
AIR FILTER CLOGGED SWITCH,SHORT CIRCUIT,SWITCH,1.0,58.378948, COMPLAINT  ENGINE LIGHT IS ON   CPRZ ERROR COMES FROM COOLANT PRESSURE SENSOR   CORRECTION  REPLACEMENT OF THE COOLANT PRESSURE SENSOR,"[('COMPLAINT  ENGINE', 'ORG'), ('SENSOR', 'DEFECTIVE_PART'), ('SENSOR', 'DEFECTIVE_PART')]"
ACC SENSOR,DEFECT,PLUG,1.0,92.58, REKL  CRUISE CONTROL SPORADICALLY WITHOUT FUNCTION   REASON RADAR COVER DEFECTIVE   CORRECTION  COVER RENEWED,"[('FUNCTION', 'ORG')]"
WHEEL HUB REAR AXLE,OIL LEAKS,WHEEL BEARINGS,4.8,554.77,"REKL  èLLOSS IN THE REAR AXLE AREA  REASON - SEAL OF REAR LEFT WHEEL BEARING DEFECTIVE  CORRECTION  - CHECK OIL LOSS IN THE REAR AXLE AREA - WHEEL HUB 
REAR LEFT COMPLETELY DISASSEMBLED - DAMAGED WHEEL BEARING 
RENEW WITH SUPPORT RINGS A+E - ADDITION TO LEVEL - 
TIGHTNESS CHECK","[('IN THE REAR AXLE AREA  ', 'ORG'), ('CORRECTION', 'PERSON'), ('THE REAR AXLE AREA - WHEEL HUB \nREAR LEFT COMPLETELY', 'ORG')]"
HEADLAMP ASSY,SHORT CIRCUIT,HEADLIGHT,1.0,1072.38,REKL  Front left turn signal not working  REASON Interruption in the front left headlight  CORRECTION  Front left headlight replaced and function restored,"[('REKL  Front', 'ORG'), ('CORRECTION  Front', 'ORG')]"
RUBBER BUSHES,LOOSE RETAINER,SILENTBLOCK,9.3,676.805369," COMPLAINT  Knocking noise in the front suspension, tire cuts.  CPRZ  Deformed, loose metal-rubber bushings of the upper and lower front suspension arms.  CORRECTION  Replacement of metal-rubber bushings on front suspension arms, alignment adjustment after repair.","[('COMPLAINT', 'ORG'), ('noise', 'TYPE_OF_FAILURE'), ('CORRECTION  Replacement', 'ORG')]"
